HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.hRelDef,Input.hPropDef,Input.hRelAttrDef,Input.sentenceID0,Input.sentence0,Input.sentenceID1,Input.sentence1,Input.sentenceID2,Input.sentence2,Input.sentenceID3,Input.sentence3,Input.sentenceID4,Input.sentence4,Input.sentenceID5,Input.sentence5,Input.sentenceID6,Input.sentence6,Input.sentenceID7,Input.sentence7,Input.sentenceID8,Input.sentence8,Input.sentenceID9,Input.sentence9,,,Answer.hedge_judgement0,Answer.hedge_judgement1,Answer.hedge_judgement2,Answer.hedge_judgement3,Answer.hedge_judgement4,Answer.hedge_judgement5,Answer.hedge_judgement6,Answer.hedge_judgement7,Answer.hedge_judgement8,Answer.hedge_judgement9,Answer.potential_hedge0,Answer.potential_hedge1,Answer.potential_hedge2,Answer.potential_hedge3,Answer.potential_hedge4,Answer.potential_hedge5,Answer.potential_hedge6,Answer.potential_hedge7,Answer.potential_hedge8,Answer.potential_hedge9,Approve,Reject
3O4VWC1GEV5MLCNYFNP26KE3S0JJ3O,3U2Q8YJAS8O33LFQZSXG73SOJKNT5D,Sentence Uncertainty,Select whether a sentence contains any uncertain words or information.,"word definitions, definition, vocabulary",$0.15 ,Mon Oct 05 11:54:51 PDT 2015,10,BatchId:2112642;,1200,43200,Thu Oct 15 11:54:51 PDT 2015,,,3300DTYQT2G93H52PZV9AWP8JYKEQC,A5V3ZMQI0PU3F,Approved,Wed Oct 07 19:10:20 PDT 2015,Wed Oct 07 19:14:34 PDT 2015,Thu Oct 08 07:14:34 PDT 2015,2015-10-08 14:19:33 UTC,,,254,100% (52/52),100% (52/52),0% (0/0),create uncertainty in the commitment of the speaker to what they are saying (eg. 'I [think] (some fact)' as opposed to 'I [know] (some fact)'),introduce uncertainty or ambiguity into the content of the utterance itself (i.e. the speaker/author is fully committed to what they are saying but there is something imprecise in the content itself),imply that the speaker attributes information to some other source in order to downplay it OR to garner power for their statement instead of just committing to the statement themselves,3204,If anyone saw the first fight it was amazing seeing marquez get knocked down to the floor in the opening round 3 times,1367,It's good reading the same events in all their books...you hear a different perspective each time.,517,It's kind of hard to keep your stories straight though...,3303,So the other armed forces than USA occasionally commit human rights abuses of various degrees,4040,I just needed the courage to ask for his help as he is very 'old sch'.,22,Its not controversial in the least like the first Zeitgeist film was.,7410,seems to be a pretty moderate Republican,164,Only six percent of posters will read that entire article.,5277,not srsI dare...I dare!!!,43,ie there are some that have less than average.,,,n,n,y,n,n,y,n,n,n,n,NONE,NONE,kind of,occasionally,NONE,NONE,seems,NONE,NONE,less than,,
3O4VWC1GEV5MLCNYFNP26KE3S0JJ3O,3U2Q8YJAS8O33LFQZSXG73SOJKNT5D,Sentence Uncertainty,Select whether a sentence contains any uncertain words or information.,"word definitions, definition, vocabulary",$0.15 ,Mon Oct 05 11:54:51 PDT 2015,10,BatchId:2112642;,1200,43200,Thu Oct 15 11:54:51 PDT 2015,,,3DH6GAKTYYOGNENKCWQG8STR5ZQYZQ,ABT7QTMIYXYO0,Approved,Tue Oct 06 06:18:59 PDT 2015,Tue Oct 06 06:20:54 PDT 2015,Tue Oct 06 18:20:54 PDT 2015,Tue Oct 06 08:22:59 PDT 2015,,,115,100% (128/128),100% (48/48),0% (0/0),create uncertainty in the commitment of the speaker to what they are saying (eg. 'I [think] (some fact)' as opposed to 'I [know] (some fact)'),introduce uncertainty or ambiguity into the content of the utterance itself (i.e. the speaker/author is fully committed to what they are saying but there is something imprecise in the content itself),imply that the speaker attributes information to some other source in order to downplay it OR to garner power for their statement instead of just committing to the statement themselves,3204,If anyone saw the first fight it was amazing seeing marquez get knocked down to the floor in the opening round 3 times,1367,It's good reading the same events in all their books...you hear a different perspective each time.,517,It's kind of hard to keep your stories straight though...,3303,So the other armed forces than USA occasionally commit human rights abuses of various degrees,4040,I just needed the courage to ask for his help as he is very 'old sch'.,22,Its not controversial in the least like the first Zeitgeist film was.,7410,seems to be a pretty moderate Republican,164,Only six percent of posters will read that entire article.,5277,not srsI dare...I dare!!!,43,ie there are some that have less than average.,,,y,n,y,n,n,y,n,n,n,y,if,NONE,kinda,of various degrees,NONE,NONE,seems,NONE,NONE,NONE,,
3O4VWC1GEV5MLCNYFNP26KE3S0JJ3O,3U2Q8YJAS8O33LFQZSXG73SOJKNT5D,Sentence Uncertainty,Select whether a sentence contains any uncertain words or information.,"word definitions, definition, vocabulary",$0.15 ,Mon Oct 05 11:54:51 PDT 2015,10,BatchId:2112642;,1200,43200,Thu Oct 15 11:54:51 PDT 2015,,,3WETL7AQWT7H0X67GNQATUQKWSF35Z,A2CPBDUGX4QF2C,Approved,Fri Oct 09 13:08:34 PDT 2015,Fri Oct 09 13:09:16 PDT 2015,Sat Oct 10 01:09:16 PDT 2015,Fri Oct 09 14:13:01 PDT 2015,,,42,100% (49/49),100% (49/49),0% (0/0),create uncertainty in the commitment of the speaker to what they are saying (eg. 'I [think] (some fact)' as opposed to 'I [know] (some fact)'),introduce uncertainty or ambiguity into the content of the utterance itself (i.e. the speaker/author is fully committed to what they are saying but there is something imprecise in the content itself),imply that the speaker attributes information to some other source in order to downplay it OR to garner power for their statement instead of just committing to the statement themselves,3204,If anyone saw the first fight it was amazing seeing marquez get knocked down to the floor in the opening round 3 times,1367,It's good reading the same events in all their books...you hear a different perspective each time.,517,It's kind of hard to keep your stories straight though...,3303,So the other armed forces than USA occasionally commit human rights abuses of various degrees,4040,I just needed the courage to ask for his help as he is very 'old sch'.,22,Its not controversial in the least like the first Zeitgeist film was.,7410,seems to be a pretty moderate Republican,164,Only six percent of posters will read that entire article.,5277,not srsI dare...I dare!!!,43,ie there are some that have less than average.,,,y,n,y,n,n,y,n,n,n,y,amazing,NONE,kind; of,occasionally; various,NONE,NONE,seems; pretty,NONE,NONE,NONE,,
3APP19WN70DBRTKFQJ2XGAY7BXLG61,3R4WH3MP1KS6NBL0HOMKZ3EAI1AP1Z,Sentence Uncertainty,Select whether a sentence contains any uncertain words or information.,"word definitions, definition, vocabulary",$0.25 ,Fri Oct 23 13:40:28 PDT 2015,10,BatchId:2134405;,1200,43200,Mon Nov 02 12:40:28 PST 2015,,,37Z929RLG97N5G2C7Y994I4A9XCTSX,A5V3ZMQI0PU3F,Approved,Fri Oct 23 19:27:52 PDT 2015,Fri Oct 23 19:31:40 PDT 2015,Sat Oct 24 07:31:40 PDT 2015,Sat Oct 24 06:24:07 PDT 2015,,,228,100% (81/81),100% (81/81),100% (29/29),create uncertainty in the commitment of the speaker to what they are saying (eg. 'I [think] (some fact)' as opposed to 'I [know] (some fact)'),introduce uncertainty or ambiguity into the content of the utterance itself (i.e. the speaker/author is fully committed to what they are saying but there is something imprecise in the content itself),imply that the speaker attributes information to some other source in order to downplay it OR to garner power for their statement instead of just committing to the statement themselves,5145,Be prepared to be stopped for motoring offences by disgruntled coppers for the next 10 or so years........Make a formal complaint.,229,Willis says some of this water is apparently coming from a recent increase in the melting rate of glaciers in Greenland and Antarctica.,3899,He took two small papers with declining circulation in a small city in South Australia and built a media empire and made himself on of the wealthiest men in the world.,1714,I will email a couple of people and get back to you ASAP.,4579,Maybe in the past,31,There is so much wrong and you don't seem to understand what's wrong.,5760,If you don't like the idea of being sent to a foreign land where people want to kill you,3136,I would be more concerned with his short term intentions to be honest,1286,"And they insisted on right to work"" laws that busted up the unions.""",47,I mean 40% of the world is living under $2 a day.,,,y,y,y,n,y,n,y,n,n,y,or so,apparently,on of the,couple of; ASAP,Maybe,so much; seem,NONE,NONE,NONE,NONE,,
3APP19WN70DBRTKFQJ2XGAY7BXLG61,3R4WH3MP1KS6NBL0HOMKZ3EAI1AP1Z,Sentence Uncertainty,Select whether a sentence contains any uncertain words or information.,"word definitions, definition, vocabulary",$0.25 ,Fri Oct 23 13:40:28 PDT 2015,10,BatchId:2134405;,1200,43200,Mon Nov 02 12:40:28 PST 2015,,,3DI28L7YXADLMDLL4K5U9VH0GWXE1B,A219VCQZADQ45W,Approved,Sat Oct 24 11:18:51 PDT 2015,Sat Oct 24 11:20:50 PDT 2015,Sat Oct 24 23:20:50 PDT 2015,Sat Oct 24 15:14:09 PDT 2015,,,119,98% (126/128),100% (32/32),100% (30/30),create uncertainty in the commitment of the speaker to what they are saying (eg. 'I [think] (some fact)' as opposed to 'I [know] (some fact)'),introduce uncertainty or ambiguity into the content of the utterance itself (i.e. the speaker/author is fully committed to what they are saying but there is something imprecise in the content itself),imply that the speaker attributes information to some other source in order to downplay it OR to garner power for their statement instead of just committing to the statement themselves,5145,Be prepared to be stopped for motoring offences by disgruntled coppers for the next 10 or so years........Make a formal complaint.,229,Willis says some of this water is apparently coming from a recent increase in the melting rate of glaciers in Greenland and Antarctica.,3899,He took two small papers with declining circulation in a small city in South Australia and built a media empire and made himself on of the wealthiest men in the world.,1714,I will email a couple of people and get back to you ASAP.,4579,Maybe in the past,31,There is so much wrong and you don't seem to understand what's wrong.,5760,If you don't like the idea of being sent to a foreign land where people want to kill you,3136,I would be more concerned with his short term intentions to be honest,1286,"And they insisted on right to work"" laws that busted up the unions.""",47,I mean 40% of the world is living under $2 a day.,,,y,y,n,y,y,n,n,n,n,y,or so,some of this,{},{},Maybe,don't seem,If,{},{},{},,
3APP19WN70DBRTKFQJ2XGAY7BXLG61,3R4WH3MP1KS6NBL0HOMKZ3EAI1AP1Z,Sentence Uncertainty,Select whether a sentence contains any uncertain words or information.,"word definitions, definition, vocabulary",$0.25 ,Fri Oct 23 13:40:28 PDT 2015,10,BatchId:2134405;,1200,43200,Mon Nov 02 12:40:28 PST 2015,,,3QEMNNSB2XYU5TMNX5BJ4NQSJFK7DE,A2HR7ZIX42FEPG,Approved,Sun Oct 25 12:32:10 PDT 2015,Sun Oct 25 12:33:44 PDT 2015,Mon Oct 26 00:33:44 PDT 2015,2015-10-26 07:35:17 UTC,,,94,100% (69/69),100% (60/60),100% (30/30),create uncertainty in the commitment of the speaker to what they are saying (eg. 'I [think] (some fact)' as opposed to 'I [know] (some fact)'),introduce uncertainty or ambiguity into the content of the utterance itself (i.e. the speaker/author is fully committed to what they are saying but there is something imprecise in the content itself),imply that the speaker attributes information to some other source in order to downplay it OR to garner power for their statement instead of just committing to the statement themselves,5145,Be prepared to be stopped for motoring offences by disgruntled coppers for the next 10 or so years........Make a formal complaint.,229,Willis says some of this water is apparently coming from a recent increase in the melting rate of glaciers in Greenland and Antarctica.,3899,He took two small papers with declining circulation in a small city in South Australia and built a media empire and made himself on of the wealthiest men in the world.,1714,I will email a couple of people and get back to you ASAP.,4579,Maybe in the past,31,There is so much wrong and you don't seem to understand what's wrong.,5760,If you don't like the idea of being sent to a foreign land where people want to kill you,3136,I would be more concerned with his short term intentions to be honest,1286,"And they insisted on right to work"" laws that busted up the unions.""",47,I mean 40% of the world is living under $2 a day.,,,n,y,n,y,y,n,y,n,n,y,NONE,apparently,NONE,NONE,maybe,seem,NONE,NONE,NONE,NONE,,
3APP19WN70DBRTKFQJ2XGAY7BXLG61,3R4WH3MP1KS6NBL0HOMKZ3EAI1AP1Z,Sentence Uncertainty,Select whether a sentence contains any uncertain words or information.,"word definitions, definition, vocabulary",$0.25 ,Fri Oct 23 13:40:28 PDT 2015,10,BatchId:2134405;,1200,43200,Mon Nov 02 12:40:28 PST 2015,,,3VZLGYJEYL9RN9XA704EPEMJ9REXZ5,A2CPBDUGX4QF2C,Approved,Sun Oct 25 13:00:08 PDT 2015,Sun Oct 25 13:00:49 PDT 2015,Mon Oct 26 01:00:49 PDT 2015,2015-10-26 08:05:17 UTC,,,41,100% (79/79),100% (79/79),100% (30/30),create uncertainty in the commitment of the speaker to what they are saying (eg. 'I [think] (some fact)' as opposed to 'I [know] (some fact)'),introduce uncertainty or ambiguity into the content of the utterance itself (i.e. the speaker/author is fully committed to what they are saying but there is something imprecise in the content itself),imply that the speaker attributes information to some other source in order to downplay it OR to garner power for their statement instead of just committing to the statement themselves,5145,Be prepared to be stopped for motoring offences by disgruntled coppers for the next 10 or so years........Make a formal complaint.,229,Willis says some of this water is apparently coming from a recent increase in the melting rate of glaciers in Greenland and Antarctica.,3899,He took two small papers with declining circulation in a small city in South Australia and built a media empire and made himself on of the wealthiest men in the world.,1714,I will email a couple of people and get back to you ASAP.,4579,Maybe in the past,31,There is so much wrong and you don't seem to understand what's wrong.,5760,If you don't like the idea of being sent to a foreign land where people want to kill you,3136,I would be more concerned with his short term intentions to be honest,1286,"And they insisted on right to work"" laws that busted up the unions.""",47,I mean 40% of the world is living under $2 a day.,,,n,y,n,y,y,n,y,y,n,y,NONE,some,NONE,NONE,maybe,seem,NONE,to be honest,NONE,NONE,,
37SOB9Z0SRWSG2BYI81FMZRVWPO3LA,3U2Q8YJAS8O33LFQZSXG73SOJKNT5D,Sentence Uncertainty,Select whether a sentence contains any uncertain words or information.,"word definitions, definition, vocabulary",$0.15 ,Mon Oct 05 11:54:52 PDT 2015,10,BatchId:2112642;,1200,43200,Thu Oct 15 11:54:52 PDT 2015,,,3OJSZ2ATDSVZ1G7UIZT06B2029S75U,A5V3ZMQI0PU3F,Approved,Sat Oct 10 17:02:40 PDT 2015,Sat Oct 10 17:09:50 PDT 2015,Sun Oct 11 05:09:50 PDT 2015,2015-10-11 12:14:33 UTC,,,430,100% (52/52),100% (52/52),0% (0/0),create uncertainty in the commitment of the speaker to what they are saying (eg. 'I [think] (some fact)' as opposed to 'I [know] (some fact)'),introduce uncertainty or ambiguity into the content of the utterance itself (i.e. the speaker/author is fully committed to what they are saying but there is something imprecise in the content itself),imply that the speaker attributes information to some other source in order to downplay it OR to garner power for their statement instead of just committing to the statement themselves,5145,Be prepared to be stopped for motoring offences by disgruntled coppers for the next 10 or so years........Make a formal complaint.,229,Willis says some of this water is apparently coming from a recent increase in the melting rate of glaciers in Greenland and Antarctica.,3899,He took two small papers with declining circulation in a small city in South Australia and built a media empire and made himself on of the wealthiest men in the world.,1714,I will email a couple of people and get back to you ASAP.,4579,Maybe in the past,31,There is so much wrong and you don't seem to understand what's wrong.,5760,If you don't like the idea of being sent to a foreign land where people want to kill you,3136,I would be more concerned with his short term intentions to be honest,1286,"And they insisted on right to work"" laws that busted up the unions.""",47,I mean 40% of the world is living under $2 a day.,,,y,y,y,n,y,n,y,y,n,n,or so,some: apparently,on of the,a couple of: ASAP,Maybe,so much; seem,NONE,to be honest,NONE,I mean,,
37SOB9Z0SRWSG2BYI81FMZRVWPO3LA,3U2Q8YJAS8O33LFQZSXG73SOJKNT5D,Sentence Uncertainty,Select whether a sentence contains any uncertain words or information.,"word definitions, definition, vocabulary",$0.15 ,Mon Oct 05 11:54:52 PDT 2015,10,BatchId:2112642;,1200,43200,Thu Oct 15 11:54:52 PDT 2015,,,3X87C8JFV6AAD0AKQUFEZDTNK4ZSQR,A2CPBDUGX4QF2C,Approved,Fri Oct 09 12:59:57 PDT 2015,Fri Oct 09 13:00:45 PDT 2015,Sat Oct 10 01:00:45 PDT 2015,Fri Oct 09 14:13:01 PDT 2015,,,48,100% (49/49),100% (49/49),0% (0/0),create uncertainty in the commitment of the speaker to what they are saying (eg. 'I [think] (some fact)' as opposed to 'I [know] (some fact)'),introduce uncertainty or ambiguity into the content of the utterance itself (i.e. the speaker/author is fully committed to what they are saying but there is something imprecise in the content itself),imply that the speaker attributes information to some other source in order to downplay it OR to garner power for their statement instead of just committing to the statement themselves,5145,Be prepared to be stopped for motoring offences by disgruntled coppers for the next 10 or so years........Make a formal complaint.,229,Willis says some of this water is apparently coming from a recent increase in the melting rate of glaciers in Greenland and Antarctica.,3899,He took two small papers with declining circulation in a small city in South Australia and built a media empire and made himself on of the wealthiest men in the world.,1714,I will email a couple of people and get back to you ASAP.,4579,Maybe in the past,31,There is so much wrong and you don't seem to understand what's wrong.,5760,If you don't like the idea of being sent to a foreign land where people want to kill you,3136,I would be more concerned with his short term intentions to be honest,1286,"And they insisted on right to work"" laws that busted up the unions.""",47,I mean 40% of the world is living under $2 a day.,,,n,y,n,y,y,n,y,y,n,y,NONE,apparently,NONE,NONE,maybe,seem,NONE,to be honest,NONE,NONE,,
37SOB9Z0SRWSG2BYI81FMZRVWPO3LA,3U2Q8YJAS8O33LFQZSXG73SOJKNT5D,Sentence Uncertainty,Select whether a sentence contains any uncertain words or information.,"word definitions, definition, vocabulary",$0.15 ,Mon Oct 05 11:54:52 PDT 2015,10,BatchId:2112642;,1200,43200,Thu Oct 15 11:54:52 PDT 2015,,,3Y54SXRO1LK3KTUGW349JJMXOFYTUC,ABT7QTMIYXYO0,Approved,Tue Oct 06 06:43:40 PDT 2015,Tue Oct 06 06:44:51 PDT 2015,Tue Oct 06 18:44:51 PDT 2015,Tue Oct 06 08:22:58 PDT 2015,,,71,100% (128/128),100% (48/48),0% (0/0),create uncertainty in the commitment of the speaker to what they are saying (eg. 'I [think] (some fact)' as opposed to 'I [know] (some fact)'),introduce uncertainty or ambiguity into the content of the utterance itself (i.e. the speaker/author is fully committed to what they are saying but there is something imprecise in the content itself),imply that the speaker attributes information to some other source in order to downplay it OR to garner power for their statement instead of just committing to the statement themselves,5145,Be prepared to be stopped for motoring offences by disgruntled coppers for the next 10 or so years........Make a formal complaint.,229,Willis says some of this water is apparently coming from a recent increase in the melting rate of glaciers in Greenland and Antarctica.,3899,He took two small papers with declining circulation in a small city in South Australia and built a media empire and made himself on of the wealthiest men in the world.,1714,I will email a couple of people and get back to you ASAP.,4579,Maybe in the past,31,There is so much wrong and you don't seem to understand what's wrong.,5760,If you don't like the idea of being sent to a foreign land where people want to kill you,3136,I would be more concerned with his short term intentions to be honest,1286,"And they insisted on right to work"" laws that busted up the unions.""",47,I mean 40% of the world is living under $2 a day.,,,n,y,n,y,y,n,y,y,n,y,NONE,apparently,NONE,NONE,Maybe,seem,NONE,more concerned,NONE,NONE,,
35JDMRECC38F48DUW1LVSYQKSVAEGL,3R4WH3MP1KS6NBL0HOMKZ3EAI1AP1Z,Sentence Uncertainty,Select whether a sentence contains any uncertain words or information.,"word definitions, definition, vocabulary",$0.25 ,Fri Oct 23 13:40:27 PDT 2015,10,BatchId:2134405;,1200,43200,Mon Nov 02 12:40:27 PST 2015,,,33FBRBDW6OYO0FLS7E8EYH459H28CQ,A5V3ZMQI0PU3F,Approved,Fri Oct 23 19:18:13 PDT 2015,Fri Oct 23 19:21:33 PDT 2015,Sat Oct 24 07:21:33 PDT 2015,Sat Oct 24 06:24:07 PDT 2015,,,200,100% (81/81),100% (81/81),100% (29/29),create uncertainty in the commitment of the speaker to what they are saying (eg. 'I [think] (some fact)' as opposed to 'I [know] (some fact)'),introduce uncertainty or ambiguity into the content of the utterance itself (i.e. the speaker/author is fully committed to what they are saying but there is something imprecise in the content itself),imply that the speaker attributes information to some other source in order to downplay it OR to garner power for their statement instead of just committing to the statement themselves,6110,This has gotten out of hand.,715,You know what - we were possibly over there at the same time,6844,So now it is a fight for freedom of choice.,5650,I have an issue with this because we were still picking her up closer to 5 and somehow everyone else had the ability to change her diaper around 4:30.,6713,We had made the news,0,I guess this is what you wanted me to respond to.,4560,It is prohibited in Germany now.,97,The current round of talks were significant for several reasons,2222,I don't blame them for that fact,55,No amount of justification that there was good reasons to believe can only be summed up with the Rubbaiyya of Omar Khayyam,,,n,y,n,n,n,n,y,y,n,y,NONE,possibly,NONE,closer to; around,NONE,guess,NONE,several,NONE,NONE,,
35JDMRECC38F48DUW1LVSYQKSVAEGL,3R4WH3MP1KS6NBL0HOMKZ3EAI1AP1Z,Sentence Uncertainty,Select whether a sentence contains any uncertain words or information.,"word definitions, definition, vocabulary",$0.25 ,Fri Oct 23 13:40:27 PDT 2015,10,BatchId:2134405;,1200,43200,Mon Nov 02 12:40:27 PST 2015,,,37Q970SNZE7MWWQ35FPZYCLFHN7S1R,A219VCQZADQ45W,Approved,Sat Oct 24 11:24:17 PDT 2015,Sat Oct 24 11:25:50 PDT 2015,Sat Oct 24 23:25:50 PDT 2015,Sat Oct 24 15:14:08 PDT 2015,,,93,98% (126/128),100% (32/32),100% (30/30),create uncertainty in the commitment of the speaker to what they are saying (eg. 'I [think] (some fact)' as opposed to 'I [know] (some fact)'),introduce uncertainty or ambiguity into the content of the utterance itself (i.e. the speaker/author is fully committed to what they are saying but there is something imprecise in the content itself),imply that the speaker attributes information to some other source in order to downplay it OR to garner power for their statement instead of just committing to the statement themselves,6110,This has gotten out of hand.,715,You know what - we were possibly over there at the same time,6844,So now it is a fight for freedom of choice.,5650,I have an issue with this because we were still picking her up closer to 5 and somehow everyone else had the ability to change her diaper around 4:30.,6713,We had made the news,0,I guess this is what you wanted me to respond to.,4560,It is prohibited in Germany now.,97,The current round of talks were significant for several reasons,2222,I don't blame them for that fact,55,No amount of justification that there was good reasons to believe can only be summed up with the Rubbaiyya of Omar Khayyam,,,n,y,n,y,n,n,y,n,y,y,{},possibly,{},{},{},I guess,{},{},I don't blame,{},,
35JDMRECC38F48DUW1LVSYQKSVAEGL,3R4WH3MP1KS6NBL0HOMKZ3EAI1AP1Z,Sentence Uncertainty,Select whether a sentence contains any uncertain words or information.,"word definitions, definition, vocabulary",$0.25 ,Fri Oct 23 13:40:27 PDT 2015,10,BatchId:2134405;,1200,43200,Mon Nov 02 12:40:27 PST 2015,,,3DY4FPOOA1NQHT6OX49JFQNZKZNVR7,A2CPBDUGX4QF2C,Approved,Sun Oct 25 13:01:41 PDT 2015,Sun Oct 25 13:02:22 PDT 2015,Mon Oct 26 01:02:22 PDT 2015,2015-10-26 08:05:17 UTC,,,41,100% (79/79),100% (79/79),100% (30/30),create uncertainty in the commitment of the speaker to what they are saying (eg. 'I [think] (some fact)' as opposed to 'I [know] (some fact)'),introduce uncertainty or ambiguity into the content of the utterance itself (i.e. the speaker/author is fully committed to what they are saying but there is something imprecise in the content itself),imply that the speaker attributes information to some other source in order to downplay it OR to garner power for their statement instead of just committing to the statement themselves,6110,This has gotten out of hand.,715,You know what - we were possibly over there at the same time,6844,So now it is a fight for freedom of choice.,5650,I have an issue with this because we were still picking her up closer to 5 and somehow everyone else had the ability to change her diaper around 4:30.,6713,We had made the news,0,I guess this is what you wanted me to respond to.,4560,It is prohibited in Germany now.,97,The current round of talks were significant for several reasons,2222,I don't blame them for that fact,55,No amount of justification that there was good reasons to believe can only be summed up with the Rubbaiyya of Omar Khayyam,,,n,y,n,n,n,n,y,n,n,y,NONE,possibly,NONE,still; somehow,NONE,guess,NONE,NONE,NONE,NONE,,
35JDMRECC38F48DUW1LVSYQKSVAEGL,3R4WH3MP1KS6NBL0HOMKZ3EAI1AP1Z,Sentence Uncertainty,Select whether a sentence contains any uncertain words or information.,"word definitions, definition, vocabulary",$0.25 ,Fri Oct 23 13:40:27 PDT 2015,10,BatchId:2134405;,1200,43200,Mon Nov 02 12:40:27 PST 2015,,,3QRYMNZ7FYGQP3A7Z2SN5OU4MG7NTI,A2HR7ZIX42FEPG,Approved,Sun Oct 25 12:04:59 PDT 2015,Sun Oct 25 12:06:07 PDT 2015,Mon Oct 26 00:06:07 PDT 2015,2015-10-26 07:10:17 UTC,,,68,100% (69/69),100% (60/60),100% (30/30),create uncertainty in the commitment of the speaker to what they are saying (eg. 'I [think] (some fact)' as opposed to 'I [know] (some fact)'),introduce uncertainty or ambiguity into the content of the utterance itself (i.e. the speaker/author is fully committed to what they are saying but there is something imprecise in the content itself),imply that the speaker attributes information to some other source in order to downplay it OR to garner power for their statement instead of just committing to the statement themselves,6110,This has gotten out of hand.,715,You know what - we were possibly over there at the same time,6844,So now it is a fight for freedom of choice.,5650,I have an issue with this because we were still picking her up closer to 5 and somehow everyone else had the ability to change her diaper around 4:30.,6713,We had made the news,0,I guess this is what you wanted me to respond to.,4560,It is prohibited in Germany now.,97,The current round of talks were significant for several reasons,2222,I don't blame them for that fact,55,No amount of justification that there was good reasons to believe can only be summed up with the Rubbaiyya of Omar Khayyam,,,n,y,n,y,n,n,y,n,n,y,NONE,possibly,NONE,NONE,NONE,guess,NONE,NONE,NONE,NONE,,
3CZH926SIBDZSSKA10JUJ9TH1SJE4J,3U2Q8YJAS8O33LFQZSXG73SOJKNT5D,Sentence Uncertainty,Select whether a sentence contains any uncertain words or information.,"word definitions, definition, vocabulary",$0.15 ,Mon Oct 05 11:54:51 PDT 2015,10,BatchId:2112642;,1200,43200,Thu Oct 15 11:54:51 PDT 2015,,,3STRJBFXOWQPHXP42P07DWD0OWFTKE,A5V3ZMQI0PU3F,Approved,Sat Oct 10 17:09:52 PDT 2015,Sat Oct 10 17:15:30 PDT 2015,Sun Oct 11 05:15:30 PDT 2015,2015-10-11 12:19:33 UTC,,,338,100% (52/52),100% (52/52),0% (0/0),create uncertainty in the commitment of the speaker to what they are saying (eg. 'I [think] (some fact)' as opposed to 'I [know] (some fact)'),introduce uncertainty or ambiguity into the content of the utterance itself (i.e. the speaker/author is fully committed to what they are saying but there is something imprecise in the content itself),imply that the speaker attributes information to some other source in order to downplay it OR to garner power for their statement instead of just committing to the statement themselves,6110,This has gotten out of hand.,715,You know what - we were possibly over there at the same time,6844,So now it is a fight for freedom of choice.,5650,I have an issue with this because we were still picking her up closer to 5 and somehow everyone else had the ability to change her diaper around 4:30.,6713,We had made the news,0,I guess this is what you wanted me to respond to.,4560,It is prohibited in Germany now.,97,The current round of talks were significant for several reasons,2222,I don't blame them for that fact,55,No amount of justification that there was good reasons to believe can only be summed up with the Rubbaiyya of Omar Khayyam,,,n,y,n,n,n,n,y,n,n,y,NONE,possibly,NONE,closer to; around,NONE,guess,NONE,NONE,NONE,NONE,,
3CZH926SIBDZSSKA10JUJ9TH1SJE4J,3U2Q8YJAS8O33LFQZSXG73SOJKNT5D,Sentence Uncertainty,Select whether a sentence contains any uncertain words or information.,"word definitions, definition, vocabulary",$0.15 ,Mon Oct 05 11:54:51 PDT 2015,10,BatchId:2112642;,1200,43200,Thu Oct 15 11:54:51 PDT 2015,,,3VNL7UK1XFIE1BXQ1E9AXJLUESFFTV,ABT7QTMIYXYO0,Approved,Tue Oct 06 06:16:07 PDT 2015,Tue Oct 06 06:18:58 PDT 2015,Tue Oct 06 18:18:58 PDT 2015,Tue Oct 06 08:22:59 PDT 2015,,,171,100% (128/128),100% (48/48),0% (0/0),create uncertainty in the commitment of the speaker to what they are saying (eg. 'I [think] (some fact)' as opposed to 'I [know] (some fact)'),introduce uncertainty or ambiguity into the content of the utterance itself (i.e. the speaker/author is fully committed to what they are saying but there is something imprecise in the content itself),imply that the speaker attributes information to some other source in order to downplay it OR to garner power for their statement instead of just committing to the statement themselves,6110,This has gotten out of hand.,715,You know what - we were possibly over there at the same time,6844,So now it is a fight for freedom of choice.,5650,I have an issue with this because we were still picking her up closer to 5 and somehow everyone else had the ability to change her diaper around 4:30.,6713,We had made the news,0,I guess this is what you wanted me to respond to.,4560,It is prohibited in Germany now.,97,The current round of talks were significant for several reasons,2222,I don't blame them for that fact,55,No amount of justification that there was good reasons to believe can only be summed up with the Rubbaiyya of Omar Khayyam,,,n,y,n,n,n,n,y,n,n,y,NONE,possibly,NONE,somehow,NONE,guess,NONE,NONE,NONE,NONE,,
