SentenceID,HedgeWord,Sentence,Final,Agreement
2033,about,Here's a link to an interview he gave about the spill.,0,1
3784,find,"I find it interesting that you probscribe your personal values to practically everybody.""""",1,1
4068,much,I would support spending twice as much if it were NEEDED.,0,0.8
7337,might,But I can understand how some might have found it insensitive.,1,1
4910,like,The story of the fire in the shirt factory in North Carolina sounds very much like a well-known incident that occurred in New York (or was it Boston) in the late 19th century.,1,0.8
6064,really,i have to say im bad and have called in sick before when i wasnt really sick.,1,1
7297,may,I can forecast that it may rain tomorrow,1,1
4007,about,"It's extremely valuable for Democrats to be able to campaign in black neighborhoods while talking about the white boys running the Republican Party.""""",0,1
3062,much,Not that it matters to themso much as the fact that the Us government does not think it's a good idea.,1,0.8
6104,someone,The church.... Not a single word said about the idiocy of someone that poor thinking about mating.,0,0.8
2754,should,"There is a certain logic to the idea that nations should keep their affairs internal and should not meddle in the domestic disputes of others.""""",0,1
2636,somewhere,And it gets worse - hundreds of skimmers sit idle...___Ken Marrero alerted me to this video of Florida Senator George LeMieux alerting the world that there are hundreds of oil skimmers across the country and the federal government has refused to allow them to be transferred to the Gulf to help in the cleanup because - get this - there may be an oil spill somewhere else and they might be needed there.,0,0.6
2474,like,You can also contact companies like Motts and tell them you will only buy their products if they use USA apples.,1,0.8
1844,a little,It takes a little time to get use to walking in them but I got the ones that are 15 degrees or a little less as each stile is diffrent.,1,1
6908,could,Yucca Mountain was geologically studied for dangerous seismic faults that could rupture storage and cause dangerous ground water leakage of nuclear or hot wastes.,1,1
4261,sort of,There's a different sort of blood libel.,0,0.8
5469,feel,Makes me feel all festive.,0,1
4731,some,Just as some who might otherwise have died were too strong willed to let it happen.,1,1
4444,think,I think he lives in one of the surrounding areas.,1,1
664,think,And I truly LOATHE people who think just because they're older than me they own the world...OR those who say,1,1
1694,think,I think Katrina made him fall.,1,0.8
1319,perhaps,The U.S. Marshalls are perhaps not the worst pigs (see the article on John T. Williams shooting),1,1
5804,know,Sadly I think she knows I wont be giving her grandchildren,1,0.6
3033,think,I think the expulsion of Arafat may bring that on.,1,1
7150,about,Who said anything about the CSI program,0,1
6430,read,You can read about the case below.,0,0.6
4446,about,www.crimelibrary.comi read this long ass story with all the facts and letters and shit they know about him and his victims...interesting stuff.,0,1
7445,remember,I also remember the carpeting in that house,0,0.8
197,several,Captain Leo Skurnik (who as a medic saved several German lives),1,1
3388,might,You can't fix the situation on your own but a professional might be able to help you come to terms with things so that you feel able to keep the door open as it were,1,1
1147,like,It's like being against hammers.,1,1
256,think,I don't think so.,1,1
6972,could,Nixon quickly closed the port of Haiphong by mining it and in a brief intensive bombing campaign exhausted the air defenses around Hanoi - in the last days we could fly anywhere at will without much opposition.,0,1
3410,know,I was recently thinking I should know more about the Sudan,0,1
6294,about,The unemployment rate with the full measure of discouraged workers is reported at Shadow Government Statistics : Home Page as about 23%,1,0.8
5330,feel,lol)its hormones that make it feel worse.,0,1
2494,know,The only reason I'm not as confident that there's something about the birth certificate... is because I know the Clintons well,0,1
4440,kind of,It's kind of scary but the thing is he wants to be caught,1,1
7480,like,It's not like in my day when we would have to say that we're phoning mummy!,1,1
1530,like,No wonder you wingnuts like him.,0,0.8
2487,know,[O]ne thing that I do know is his having grown up in Kenya,0,0.6
599,know,I know him personally,0,1
3211,know,It was during my tenure at COMPHIBPAC that I learned the most about what I know about Viet Nam.,0,1
5037,read,I didn't read the article.,0,0.8
3741,like,Denying that is like a redneck denying the Civil War was about slavery.,1,1
224,seem,"The lack of consideration given to non-initiated children would seem to agree with other archaic traits like matriarchy to make this a very ancient culture.""""",1,1
2155,most,These new restrictions fall most heavily on young,1,0.6
5767,about,While the OWSers are entitled to make their point about income inequality and greed,0,1
7066,look like,because it didn't look like I'd seen,1,1
7088,a bit,(It's a bit off topic; but I think I'd also like to see that money come from a healthy Death Tax.,1,1
3684,like,"Good luck... gotta love the people who insist on helping you when it could be easier to do it yourself... Not like you can just play with the kids while she cooks dinner...Hope you get through your list!""""",1,0.8
6224,think,I think you're missing the entire point.,1,1
3749,could,She moved it up because during my appt she did check me to see if i was dialated any and she said I was only dialated about a fingertip and so she went ahead and scheduled me to come in saturday at 8pm so I could start receiving medicine to open me up some more otherwise when they give me pictocin the labor would proably be long...so there gonna start the medicine saturday night to open me and then sunday morning give me the actual pictocin to make me go into labor...ladies..im freaking out...im so nervous/scared...this is my first pregnancy but im just so emotional and idk worried about everything...oh yeah and im getting induced because im diabetic.,0,0.6
5408,think,Plus I don't think I can sell my property during my IVA (I will double check this) as I will need to release some equity during the final year.,1,1
7472,believe,I did nto believe this story as the guy lives 10 miles out in the countryside and son works 2 minutes from my house.,0,1
1173,think,I think the history of the Tory party is very interesting especially this period,1,0.6
3172,some,We would like to have a honeymoon at some point this year,0,0.6
4581,think,[g)]NjorlI don't think governemnts should get involved in the religious lives of individuals.,1,1
4022,about,Now he has been charged EVERYONE has got something to say about it,0,1
4340,somewhere,Men outnumber women in the camp somewhere between 5 to 1 and 10 to 1.,1,1
3483,sure,I am not sure what is out there (many more knowledgeable people than I post here) but if you stress to the GP exactly how bad it is on your worst days then he or she may be able to get you some urgent help.,1,1
4984,someone,It used to just say 2:30pm as the last time it was changed and someone else's initials.,0,0.8
6337,like,It is his money to spend how he likes anyway.,0,1
169,may,So the buildup of heat on Earth may be on a brief hiatus.,1,1
5311,could,It could of been better but I admit I was lazy and didn't really work at it.,1,1
6707,like,I think it's a real shame on the part of our Government for treating them like this.,1,1
4530,like,I have been on meds (citalopram) in the past but they make me feel really weird and I don't like taking them.,0,1
2108,completely,IMO it is completely unethical,0,1
4098,should,We should have monuments for him.,0,1
5473,a little,My Mum is 80 and lives with my Dad (88) in a little flat around 5 miles away from me.,0,1
1417,read,(Note: I've read the Executive Summary but haven't had a chance to read the full study or evaluate the methodology used.),0,1
261,really,It is unfair to those who really are seeking employment.,1,0.8
6769,about,Thanks for proving my point about you being an ignorant shitstain too lazy to think and separate rumor from reality.,0,1
3671,rough,The visit was so rough that after she left I called home to let my dad know to never send her to me for that long again without my permission,1,0.6
3127,most,My husband has been going through courts trying to see his daughter for the past 8 years and basically most judges will want the children to have stability,1,0.8
3777,like,"Just like they thought the hi-tech lynching of Clarance Thomas was wrong 7 years earlier.""""",1,1
5116,understand,Such people aren't capable of rational thought and only understand violence.,0,1
2743,about,However we are just about to start 'Performance Related Pocket Money' the performance is the school spellings and maths test,1,0.8
153,should,So the programs which model global warming in a computer say the temperature of the Earth's lower atmosphere should be going up markedly,1,0.8
5490,really,She really enjoys it and wouldn't get out much otherwise.,1,0.6
2786,much,Things seem much calmer now but you never know.,0,1
1306,think,I'm sure the cartoonists think they are all terribly ironic,1,1
2962,like,They were a part of life and could be found in most walks of life - including Naval Aviation ('tho one had to look for them in some circles) Apart from skin color they were like us - no big deal (I'm Irish - it was the Italians we hated).,1,0.8
2017,know,I know I'm just a mere human,0,0.6
5824,like,It said something like this: We're having race riots and protests and eventually all those things will simmer down,1,1
6335,really,Your father is a grown man and maybe he has heard this as well but if he is really happy where is the harm.,0,0.8
6345,could,You could look for a good interest rate for him and maybe suggest you can sign as well in case of emergencies then you can keep a check.,0,0.6
3480,should,We made up a list of what I should tackle first some of which I will do tonight as some is needed for tomorrow.,0,1
1842,feel,I could feel them work my legs but they said this happens.,0,1
4560,about,I'm sure your children are worried about you and i'm sure they'd appreciate you telling them how you're feeling,0,0.8
918,like,I just feel like she does not understand that I am almost supporting everyone right now.,1,1
3569,totally,But again totally different argument.,0,0.8
7190,sure,I'm not sure why James Stewart did not have a permit.,1,0.8
4074,kind of,Really... um I'm kind of pissed.,1,1
1454,most,well Quebec is the most pacifist province and anti-american province in Canada,0,1
2289,may,It may be the sadest most disgusting thing I have ever read.,1,1
6075,often,I have called in sick when I wasn't Cat...not often but I have done it.,1,0.8
3321,imagine,I can't imagine that you would have any rights to the marital home.,1,0.6
136,read,Only six percent of posters will read that entire article.,0,1
5609,about,Hmmm - I know it is a deviation from a thread about execution - but I am nonetheless stunned by what seems to be a casual assumption that the penalty ought to be a choice between execution and prison for life.,0,1
6173,somewhat,I somewhat remember hearing on the news on the first (or second) day after his death that the compound was completed in the summer of 2010.,1,1
4432,really,ImmieI haven't really seen anyone make that either/or distinction.,1,1
5623,most,Some of you are statistically likely to do so - most,1,0.6
3443,somewhat,countries that will be ruled by few or more generation old foreigners that didn't really have to change anything to adapt and be somewhat British.,1,0.8
246,about,Originally Posted by Jing_jingMaybe before complaining about immigrants not speaking English,0,0.8
7194,much,Obviously spending this much time and this many resources to bust people selling dairy products is silly.,1,0.6
3985,could,Perhaps Rice could impress American journalists if she talked more about her accessorizing.,1,0.6
3760,about,By about 1pm I was in active labor and my son was born at 6:27pm that same day.,1,1
2685,some,unfortnaly they are often the ones in power; some of them even seem to want to make the eu into a new babylon.,1,0.6
759,like,We need more presidents like him.,1,1
13,could,Houses could constructed using autmation as well,1,0.6
5316,feel,Not sure if he truly meant it or was trying to make me feel better - but it did work.,0,1
1571,someone,That means 830 admired someone ELSE.,0,0.8
856,could,I could get behind that.,1,0.8
5654,should,Every single person who is assuming Zimmerman should be in jail just because the kid he shot was black.,0,0.6
3156,feel,I also feel some resentment towards friends of the same age who seem to be a little further along in their 'life plan' than I am.,0,0.8
1943,much,I've lost any sense of what's appropriate and too much when it comes to talking about this.,0,0.6
880,could,He could not work for 10 years due to how bad his body suffered.,0,0.8
4550,some,I agree that you need to see the gp and try some counselling.,0,0.6
4428,believe,I do not believe that anyone can successfully argue that this man was not mentally disturbed.,1,1
1595,think,I think my realization that under the present system health care is provided on the basis of one's wealth came about when I went to a private hospital that did not take Medicaid to pick up a newborn being placed for adoption (that child's grandparents were well insured) and I noticed they had valet parking.,1,1
236,about,There is an anxiety about wanting to help,0,1
4703,like,More like a muppet with Bush's arm stuck up his arse.,1,1
5514,remember,I just remember tumbling down.,0,0.6
2987,believe,My tales are true - do you doubt my patriotism also - many have because I don't believe the way they do.,0,0.8
4431,kind of,I must say convincing me that our incivility to each other played any kind of a part in this will take a miracle.,0,0.6
1474,sure,What are government officals going to do to make sure that everyone does their part in this.,1,0.6
3417,like,It's like having a Presbyterian president in Italy.,1,1
3799,like,"And I like his plan for his first Executive Order as President to be abolishing all czars in the federal government.""""",0,0.8
4075,about,Seriously... with all this bullshit about Harry Reid saying negro,0,0.8
3328,like,"He stated that Al Sharpton a self made man from the streets like me was joining.....at which time co-host Greg Kelly interjected (twice) that like Al Sharpton""""",1,0.8
675,some,Here in Yellowknife there is a reservation by the old town and you don't need to see the teepee to know you've crossed some kind of border.,0,0.6
3176,think,I think if I really knuckled down and saved and scrimped and lived a very meagre life,1,0.8
1647,like,Perhaps you have tendinitis near the armpits (feels like shoulder pain).,1,1
2699,like,"He stated that Al Sharpton a self made man from the streets like me was joining.....at which time co-host Greg Kelly interjected (twice) that like Al Sharpton""""",1,1
4010,guess,"I guess that's liberals' idea of a competent black woman.""""",1,1
3361,like,Just like that.,1,1
2963,a bit,I viewed life as a bit of a struggle - for everyone.,1,0.8
865,most,For some reason you remind me of Dennis Leary (Video has a few F-bombs if your at work)STFU - Dennis Leary - YouTube Yea it does seem that most in the OWS Movement want to blame everyone but themselves for their own mistakes.,1,0.8
7347,a bit,ABC did quite a bit of coverage this morning with Christianne Omanpour.,1,1
6115,could,The cathlic church could cure cancer and hand out the cure for free,0,0.6
4071,should,Kansas judge again backs defense in abortion shooting - USATODAY.comWICHITA (AP) - A Kansas judge has again refused to block a confessed abortion clinic killer from arguing in court that he should be spared a murder conviction because he believed he was saving unborn children.,0,1
5287,should,Being angry should help you a bit,1,1
2402,read,(please read the communist manifesto on Hippy.com)What you are referring to is Oligarchy:Oligarchy: rule by a few members of a community or group.,0,0.8
790,should,Wiki is easy enough to update - should the share percentage have changed,1,0.8
432,much,I notice it just as much on these forums as I do anywhere else on the internet.,1,0.8
964,like,Dick CheneyPeople are saying he did a lot of bad things like shooting a guy in the face,1,0.8
6683,could,After asking about 5 times on what I could bring she finally told me pumpkin pie because she was making everything else.,1,0.6
6990,seem,I think it's quite sad that there's such a huge wedding industry these days and most people seem to feel the ONLY way to get married is to have a massively expensive party for dozens of people.,1,0.8
4718,know,I don't know if this goes for people generally,1,1
5231,should,That should have been it but the parents of the boy weren't satisfied and then ONLY because Treyvon is black and they thought Zimmerman was white,0,0.8
5517,remember,my memoriesI think I may have a terrible memory because the earliest I can remember is around the time I was in Kindergarten.,0,0.6
5785,I mean,I mean this in a loving way mg...I'm glad you can come here and talk about this....but.....you are a grown up,0,0.8
1709,think,Hmm... looking at the graph I think you have a good point there,1,0.8
4581,should,[g)]NjorlI don't think governemnts should get involved in the religious lives of individuals.,0,0.6
2462,find,I read through the entire label on one bottle (Motts) and could not find anything to indicate where the apple juice was from.,0,1
4804,know,Have tried reading round but searching the word will on google brings everything but will and testamentAnyone who has been in this kind of position plse let me know how you went about everything and what we need to dothanksbitsandbobsHi,0,0.6
1957,like,I wrote in my journal that it felt like I had a leather mask on my head.,1,1
4105,seem,The political reasons seem unlikely to me because lots of soldiers including many much much higher up than him have spoken out.,1,1
3411,about,First yours about Georgia,0,1
3213,read,Nothing that I have read in this interaction leads me to believe anyone is exaggerating except maybe you.,0,0.6
7091,like,I still like you,0,1
1172,like,IDS gets rinsed in there from some of the anonymous Tory contributors....I can't remember the exact quotes but there were some in there from ex Cabinet ministers saying things like he's not that bright a bloke,1,0.8
6391,feel,Most people feel unintelligent and awkward when they first get to uni- you're definitely not alone there.,0,0.8
4604,read,It's sick how many people read stories like this and then make a joke in order to get rep. A little deaf girl was a slave to a family for 10 years; it's not funny.,0,0.8
4779,know,You say that I have know way of knowing what you think,1,0.6
1611,maybe,I currently have maybe $18K US.,1,1
1281,think,5) That dlowan sees this as a personal attack is stretching far too thin-- I think making excuses for racism is a dangerous form of racism.,1,1
3424,think,They would certainly benefit from trade with the USA and I think the current situation in Iraq has given them a good scare.,1,0.8
1126,really,And this is where conservatives like you and Romney have really messed it up.,0,0.8
965,about,I'm not sure about any of those.,0,1
6152,sure,Not sure why this just popped into my head but i though i'd share.,1,0.8
922,feel,I just feel like I am already tied down with kids!,0,0.6
1261,like,im not championing the idea that i like taxes,0,0.8
2685,seem,unfortnaly they are often the ones in power; some of them even seem to want to make the eu into a new babylon.,1,1
1795,find,The great challenge is to create a system that gives our elected officials reasons to look past their differences and find common ground if their initial party positions fail to garner sufficient support.,0,0.8
29,seem,There is so much wrong and you don't seem to understand what's wrong.,1,0.8
2480,most,On most manufactored products,0,0.6
908,understand,She would rather by food and I understand this as she has been brought up that spoiling yourself is done via food.,1,0.6
4535,much,I miss her so so much,0,1
1614,like,When you have people hesitant to undergo simple tests like a CT scan because they're afraid they'll lose their life savings - even when the trade off is a chance of death; your system is barbaric,1,0.8
5078,like,Here's an novel idea:If you don't like the idea of being shot at,0,0.8
5892,most,- Obama has made good on most of his campaign promises (as reported by PolitiFact).,1,0.8
2842,I would say,Whenever he acted out with someone new I would say,1,1
6066,really,If you are usually really good about it i dont see why it would hurt if you called out sick for this one weekend.,0,0.8
3549,think,I think there is a broader view of holding people accountable that your conveniently ignore with your argument.,1,1
2389,consider,(As everyone already knows I'm not an economic theory marxist (at this point I reserve the right to plead ignorance on the matter) but when it comes to promoting fairness in an unfair world consider me a hardcore communist.),1,1
7111,should,Clinton said Thursday that the issue should be debated,0,1
5326,understand,men understand more then we think some times.,0,0.8
1293,read,Yes- this is what happens when you don't read responses.,0,1
2101,about,What annoyed me the most about these campaigners was the EXTREMELY aggressive approach they were taking.,0,1
2111,about,I even got pissed off with letters from both parties in the post D:I watched her approach a group of students who said they didn't really know anything about the two voting systems and she then proceeded to give them a very biased overview.,0,0.8
879,could,The life they could have had if my dad never became ill.,1,1
4513,really,If this is really true,1,0.8
1424,really,I really encourage you to read the ones I've posted.,0,0.6
6394,really,Meditation and exercise are really helpful,0,0.8
3942,kind of,If they can create a flouride that makes people communists surely they can come up with some kind of drug that destroys the sex thing.,0,1
6415,remember,I read a really good article (can't remember where) about the WWF and how they have spent so much of their resources on animals that humans like such as Panda and Rhinos at the expense of many species of birds/insects/rodents etc that aren't as cute but are far more important to their eco-systems.,0,0.6
2200,some,If your Dick falls off because you catch something because you put is some place you should not have,1,0.8
569,find,He finds a man who adores him and loves his children as his own flesh and blood.,0,0.8
4879,like,Usually free speech cases like these take a long time to rule on and do not have split decisions.,1,1
5396,about,I am wary about doing this as I am unable to find the letter that agreed to me letting out my flat.,0,1
5376,general,"TUC leader tells government to get its act togetherThe TUC general secretary today accused the government of creating self-inflicted wounds over its failure to protect vulnerable workers and its controversial approach to public service reform.""""",0,0.8
6614,apparently,There are apparently several options - keep them frozen (in which future viability of the embryo is not a given),1,0.8
303,sure,I'm sure your overjoyed at this decision,1,0.8
6873,know,I told him I had a lot of respect for his son and his was doing the right thing - but he didn't know why.,0,0.6
2762,occasionally,So the other armed forces than USA occasionally commit human rights abuses of various degrees,1,1
6770,about,"Because EVERY intelligent person looks to a man's EX-WIFE for the truth about him.""""",0,0.8
1829,a couple,Ok I just want to respond to a couple things said within this thread.,1,1
6623,most,That is one investment that will most certainly pay off.,1,0.6
548,might,Heteros are frightened that they might have to share marriage with gays and lesbians.,1,1
1328,about,Even the American Revolution didn't change that dynamic very much; central bankers don't really have to worry about who's elected to office as long as the private creation and allocation of credit remains safely in their hands.,0,1
3006,some,If you want to talk historically about how people get nominated president - there are probably some exceptions to this - you've got to win one of the first two [contests],1,0.8
6414,about,As well as what you said about allowing people to have more babies etc some charities are poorly managed and corrupt and money is stolen or wasted by charity owners and local warlords,0,1
2476,almost,China has taken over almost 80% of the apple market and if we don't stop they will soon have 100%.,1,0.8
7440,remember,I remember all of furniture details,0,0.8
1140,think,You must also think leprosy and smallpox are very likable.,1,1
4540,someone,It's very difficult to manage without someone who was so important in our lives.,0,0.8
2452,may,they may actually be protecting us,1,1
1225,a bit,I've found that it hides all the bits I'm not so confident about but still allowing for a bit of fun iykwim.,1,0.8
3809,someone,"When a mass exodus of staffers makes a presidential candidate feel liberated - then someone is out of touch with reality and my money is on the Newt!""""",1,0.6
6888,a few,"So we open-up a few token off-shore areas by the President""""",1,1
2627,about,No - it's about how many more gallons of oil the Obama administration and federal government are allowing to wash up on American shores...,0,0.6
243,most,But most of the people i speak to and even most politions are aware that their is a problem with them.,1,0.6
6263,really,Tia is correct that a proper pillow can really help.,0,0.6
5607,general,Unfortunately security is a general problem not only with Russia,1,1
4711,possible,It is possible that Powell sold his soul to the devil like the rest of them.,1,0.8
4031,should,i have no idea what the school should do in that situation (and i bet there isn't any policy to cover that).,0,1
4718,generally,I don't know if this goes for people generally,1,1
3393,know,You know what teenagers are like,0,0.6
1221,about,There are lovely blokes out there who dont give a toss about physical appearance in that way.,0,1
5858,may,It is a matter of establishing yourself with one who sees your differential...whatever it may be.,1,0.8
3450,most,I guess that's the most probable future.,0,0.6
7180,like,If you don't like it,0,1
4338,feel,I feel the only difference is that he got drunk and got violent towards me,1,1
7495,about,Obama: The Budget Control Act that I signed into law last month will cut annual Government spending by about $1 trillion over the next 10 years.,1,0.8
945,like,you say left socialists like it's an insult lol.,1,1
4833,think,Everybody else got so fed up of asking me to go out and me saying no that I think they just gave up on me.,1,0.8
1283,general,It is clearly a very general statement.,1,1
1312,fair,Instead of getting a fair amount for seized assets,0,0.6
737,about,That's about ten percent of the US population,1,1
7448,remember,I remember walking around the corner of my house,0,0.8
3306,know,I don't even know if they will know if he has passed away or not.. so that may very well come back with nothing.,0,0.6
5630,basically,I understand what the guys did - and I understand the guys - because they were basically pathetic wounded babies,1,0.8
3310,seem,They have a house out there (and i seem to remember she complained about having such a long mortgage left on it.. despite being in her 60s and my dad being 59 when he passed - would a bank give them a mortgage THAT long at such an age with very decent salaries (stepmum = self employed psychologist.,1,1
673,about,They are run down garbage everywhere with people just sitting about doing nothing.,0,1
4027,think,I don't think the school is doing itself any favours by not communicating with parents straight away.,1,1
527,a few,The welfare state is crumbling in a few big cities however,1,0.8
6992,almost,I always think the twee starters/roast dinner/fake-looking pudding type menu is very peculiar when you remember that most couples would probably sit down to something totally different in almost any other situation!,1,1
4592,could,Update: Girl did have contact with officials when she arrived in the UK and could not understand them.,0,0.8
2686,find,[g)]The thing i find most disturbing is that Tony is apparently considering to 'sign' the UK over to the french and germans,1,1
3939,guess,I guess there are dozens of programs for girls,1,1
1111,like,But don't let a little thing like 'facts' get in the way of a good rant.,1,1
857,about,But then it became all about the Entitlement attitude.,0,1
976,think,No real harm was done so I don't think they should be punished.,1,1
5763,often,More often than not OWS protestors are targeting their peers on the street rather than anyone who has committed any actual wrong doing.,1,0.8
714,like,If it sounded like an insult or talking down to anyone I apologize it was meant more as if you haven't a background in the subject how could you realize all the impacts.,1,1
7534,know,To put all of the blame on Obama/democrats for America's troubles shows that you really do not know much about these American issues.,0,1
3390,think,Please don't think this sounds harsh....but we only have your side of the story.,1,1
747,much,I don't know much about his politics or his achievements,1,1
5750,assume,I assume you are referring to the imaginary surplus created by the voodoo economics of the Slick Willy administration.,1,0.8
313,pretty much,Now the Space-shuttle program is going tits up thanks to him so we're pretty much out of the space business.,1,0.8
5291,think,I think the guys on the debt free wannabe board will be helpful on this front,1,0.8
1908,some,There are a hell of a lot of us that are done with the idea of tweaking rates for the benefit of some and the detriment of others.,1,0.8
5526,remember,I remember slugs on the porch and a batman birthday party.,0,0.8
5542,remember,I remember my mother rocking me,0,0.8
4357,about,I emailed Kevin Barrett about some errors he made in a presentation.,0,1
4731,might,Just as some who might otherwise have died were too strong willed to let it happen.,1,1
423,could,Something that I might add has NEVER HAPPENED before in the history of this country and they damn well could have done since they controlled BOTH HOUSES of Congress for the first 2 years Obama has been in office.,0,0.8
6634,a few,It might persuade a few people to rethink their position.,1,1
6751,believe,I can't believe that the truth is so new to you,1,0.8
4199,somewhere,so i have been looking around for somewhere else.,0,0.8
3797,about,I've been following his website postings about the legislation he would propose as President.,0,1
3324,could,Unless you are able to navigate the laws around wills and intestacy in the US (and they could differ from state to state) you are most likely going to make yourselves very,1,1
5159,know,i didnt know acne could be controlled with condoms,0,0.6
2515,kind of,I just feel like my life is kind of over.,1,0.6
941,completely,We're almost completely bankrupt as a country because greedy unions and other lazy far left communist organisations have pushed our wages so high that we're uncompetitive globally.,0,1
6141,like,Kind of like America,1,1
6708,think,I think its perfectly legitimate for these groups of people to be denied EU freedom of movement rights because strictly speaking they're not Europeans (despite being British).,1,1
2931,kind of,If this is the kind of marksmanship we can expect from concealed carriers,0,1
4006,somebody,It's probably somebody he's arresting!,1,0.8
4597,a bunch,What a bunch of lazy mongs,1,1
1463,much,out geographic and urbanization settings are set up much different than more of Europe.,0,0.8
3480,some,We made up a list of what I should tackle first some of which I will do tonight as some is needed for tomorrow.,0,0.5
3280,a bunch,The ows are just a bunch of spoiled kids that want great pay w/o the education or effort it takes to get it.,1,1
6697,about,I don't really know what is up but I'm super mad about it.,0,0.8
2039,think,You probably think most all human suffering is just some big joke - all of it,1,1
4390,about,It became a big story with many different people making many different claims about aliens,0,0.8
3453,some,Zimbabwe used to be stable until the Brits left and Mugabe went mental and started killing and exiling the minority white people as some sort of 'get back' plan.,0,0.6
248,often,No-one is disputing that foreigners work very hard; indeed they often show that they are hard workers.,1,0.8
6222,sometimes,justice is sometimes a matter of simply,0,0.6
977,like,I'd also like to pardon all those comedians who kept making fun of the way I talk.,0,0.8
6396,some,Being unkind to yourself will only make you feel worse- be kind to yourself and get some help.,0,0.8
4904,know,Now I know we all face equivalent limits.,1,0.6
1182,a few,"For the so called oldest political party you would think there would be a few more books.""""",1,1
4804,kind of,Have tried reading round but searching the word will on google brings everything but will and testamentAnyone who has been in this kind of position plse let me know how you went about everything and what we need to dothanksbitsandbobsHi,0,1
4771,know,I know what's in your from the combination of what you say and what you do not say.,0,0.8
1219,completely,long story shorter - I've since met a lovely bloke and he has never commented on my overhang (and I'm still completely paranoid about it).,0,1
3015,think,And if I think I can be helpful running,1,1
5511,think,I think my earliest memory was somewhere between 3 and 4 years old.,1,1
4836,know,I know I don't want to be in this relationship.,1,0.8
6613,kind of,Finding out what kind of research was a different matter altogether - I couldn't find anything on it -- yet.,0,1
2913,about,I'm not talking about this year,0,1
5610,about,I do not know as much about murderers in the USA,0,1
7050,find,I can't find anything to support her claim that foreign ships have been there since the rig exploded.,0,1
7484,should,he should be courteous to your home and keep it clean,0,1
1080,know,We don't know her history as she was a stray when someone gave her to us.,0,0.8
7081,a little,It might hurt a little initially,1,1
5267,think,I think you really need a serious talk with him if/when he comes back tell him a few home truths and then you can truly move forward if you want to.,1,1
567,find,(Yes heteros sometimes abuse their children) After a while he finds out that his new wife is a lesbian and does not love him.,1,0.8
866,think,Yea i think good honest people were there at the start of the Movement.,1,1
4819,probably,It was never anything major and probably happened less than 5 times in the first year of our relationship.,1,1
1389,possible,There is no possible way the CBO's or any of the various blogs cited numbers here can work.,0,0.8
5787,a few,My mum had a go at me about curtains a few weeks back.This makes me think if i tell them something medical she will blame me for it,1,0.8
1272,seem,(Or seem to by not just saying it doesn't.),1,1
2927,read,It reads in part:Learn from Real People like you and me,1,0.6
2402,a few,(please read the communist manifesto on Hippy.com)What you are referring to is Oligarchy:Oligarchy: rule by a few members of a community or group.,1,1
386,know,I don't know you,0,0.8
2653,may,i am really not happy with the fact i may have to wait another 2 months for all of this stuff,1,1
4006,probably,It's probably somebody he's arresting!,1,1
7088,like,(It's a bit off topic; but I think I'd also like to see that money come from a healthy Death Tax.,0,1
6634,might,It might persuade a few people to rethink their position.,1,0.8
6178,some,But I do hope that the news of his death brings some closure to the 9/11 victims..it's been a tough ride for them..and for all of usWhen will people realise that governments,0,0.8
1805,might,Some might go so far as to say GOP policies resulted in the December 2007 recession; I won't make that claim but it's certainly damning evidence.,1,1
7094,think,I think the issue is a matter of extremes; too high a minimum wage will hurt the poor for reasons OBill explained.,1,1
2156,may,This wave of changes may sharply tilt the political terrain for the 2012 election.,1,1
4557,some,I do hope that you can find some comfort soon xxxYou're not stupid!,1,0.8
1129,should,Everyone should have a right to work.,0,1
3761,may,It may not have been common,1,1
6874,should,In 1976 when Carter signed the amnesty for those that went to Canada my father tells me that he knows my stance in the past but now I should be mad as hell.,0,1
2757,seemingly,The only nation seemingly interested in stopping the slaughter in Cambodia was the new communist government of Vietnam.,1,1
459,largely,There are a great many very fertile grounds for speculative research on why the Europeans started largely in last place 1500 years ago,1,1
4396,believe,When a group of people believe something is very different from what the media and the government tell them it is,0,0.6
5079,like,If you don't like the idea placing yourself in danger,0,0.8
6259,really,I was really surprised at how much it actually helped to alleviate the discomfort and pain.,0,0.6
7441,completely,I also have memory (but this one is not that clear) about my dad and me walking on completely frozen river that is near that house - that happened last time January 1977th (last time that river was so frozen that you could walk on it),0,1
597,like,Having no acting skills and very little talent Maher is becoming passe' and he doesn't like it.,0,1
191,most,Salomon Klass is perhaps the most notable,0,1
1185,should,She said that someone should MURDER a sitting USSC justice.,0,1
6322,someone,I'm the first not to put my mother on a pedestal but she was a loved lady who would walk across the country to help someone if needed.,0,0.6
547,about,The vote for gay marriage is about to happen in Maine.,1,1
4034,think,i would think that the school has strict guidelines to stick to as to what they can and can't do or say in a situation like this.,1,0.8
6611,a little,I had a chance to do a little reading on the subject yesterday.,1,1
320,like,It wasn't always like that.,1,1
3470,like,If people don't like something and can't live here,0,1
4267,basically,Looking at his 59 points it seems pretty clear to me that Mitt is basically concerned about continuing with business as usual along with reducing the social safety net for poor Americans and reducing necessary regulation of businesses and the financial sector.,1,1
2001,like,this has to come out like yesterday.,1,0.8
1960,feel,That was a weird feeling and I still can't feel 100% back there.,0,1
4474,may,That's an interesting side issue that may be addressed.,1,0.6
4385,about,He seemed ok when talking about Islam...but then when I found out about his attitude of no muslim would ever kill people!,0,0.9
