@relation AnnaHedgeData
@attribute pos0 numeric
@attribute pos1 numeric
@attribute pos2 numeric
@attribute pos3 numeric
@attribute pos4 numeric
@attribute pos5 numeric
@attribute pos6 numeric
@attribute pos7 numeric
@attribute pos8 numeric
@attribute pos9 numeric
@attribute pos10 numeric
@attribute pos11 numeric
@attribute pos12 numeric
@attribute pos13 numeric
@attribute pos14 numeric
@attribute pos15 numeric
@attribute pos16 numeric
@attribute pos17 numeric
@attribute pos18 numeric
@attribute pos19 numeric
@attribute pos20 numeric
@attribute pos21 numeric
@attribute pos22 numeric
@attribute pos23 numeric
@attribute pos24 numeric
@attribute pos25 numeric
@attribute pos26 numeric
@attribute pos27 numeric
@attribute pos28 numeric
@attribute pos29 numeric
@attribute pos30 numeric
@attribute pos31 numeric
@attribute pos32 numeric
@attribute pos33 numeric
@attribute pos34 numeric
@attribute pos35 numeric
@attribute pos36 numeric
@attribute pos37 numeric
@attribute pos38 numeric
@attribute pos39 numeric
@attribute pos40 numeric
@attribute pos41 numeric
@attribute pos42 numeric
@attribute pos43 numeric
@attribute pos44 numeric
@attribute pos45 numeric
@attribute pos46 numeric
@attribute pos47 numeric
@attribute pos48 numeric
@attribute pos49 numeric
@attribute pos50 numeric
@attribute pos51 numeric
@attribute pos52 numeric
@attribute pos53 numeric
@attribute pos54 numeric
@attribute pos55 numeric
@attribute pos56 numeric
@attribute pos57 numeric
@attribute pos58 numeric
@attribute pos59 numeric
@attribute pos60 numeric
@attribute pos61 numeric
@attribute pos62 numeric
@attribute pos63 numeric
@attribute pos64 numeric
@attribute pos65 numeric
@attribute pos66 numeric
@attribute pos67 numeric
@attribute pos68 numeric
@attribute pos69 numeric
@attribute pos70 numeric
@attribute pos71 numeric
@attribute pos72 numeric
@attribute pos73 numeric
@attribute pos74 numeric
@attribute pos75 numeric
@attribute pos76 numeric
@attribute pos77 numeric
@attribute pos78 numeric
@attribute pos79 numeric
@attribute pos80 numeric
@attribute pos81 numeric
@attribute pos82 numeric
@attribute pos83 numeric
@attribute pos84 numeric
@attribute pos85 numeric
@attribute pos86 numeric
@attribute pos87 numeric
@attribute pos88 numeric
@attribute pos89 numeric
@attribute pos90 numeric
@attribute pos91 numeric
@attribute pos92 numeric
@attribute pos93 numeric
@attribute pos94 numeric
@attribute pos95 numeric
@attribute pos96 numeric
@attribute pos97 numeric
@attribute pos98 numeric
@attribute pos99 numeric
@attribute hedge {'a bit','a bunch','a couple','a few','a little','a whole bunch','among others','and all that','and so forth','and so on','and suchlike','and the rest','correct me if I\'m wrong','et cetera','I mean','I would say','if I\'m understanding you correctly','in my mind','in my opinion','in my understanding','in my view','it\'s said','kind of','look like','looks like','more or less','my thinking','my understanding','pretty much','so far','somebody said','something or other','sort of','sounds like','the like','their impression','they said','they say','to be honest',about,almost,apparently,appear,approximately,arguably,assume,basic,basically,believe,completely,consider,could,estimate,expect,fair,fairly,feel,find,frequently,general,generally,guess,hear,imagine,know,largely,like,likely,may,maybe,might,most,mostly,much,nearly,necessarily,occasionally,often,partial,partially,perhaps,possible,possibly,practically,probable,probably,propose,rarely,read,really,recall,remember,rough,roughly,seem,seemingly,seldom,several,should,some,somebody,somehow,someone,sometimes,somewhat,somewhere,speculate,suggest,suppose,sure,technically,think,totally,understand,unlikely,unsure,usually,virtually}
@attribute sentencelength numeric
@attribute ratiolength numeric
@attribute pos-2 {START,STOP,JJ,NN,``,-LRB-,WRB,LS,PRP,DT,NNP,FW,NNS,JJS,JJR,UH,.$$.,MD,VBD,WP,VBG,CC,'\'\'',CD,PDT,RBS,VBN,RBR,#,$,IN,VBP,WDT,SYM,NNPS,WP$,',',VB,.,VBZ,RB,PRP$,EX,POS,-RRB-,:,TO,RP,NULL}
@attribute pos-1 {START,STOP,JJ,NN,``,-LRB-,WRB,LS,PRP,DT,NNP,FW,NNS,JJS,JJR,UH,.$$.,MD,VBD,WP,VBG,CC,'\'\'',CD,PDT,RBS,VBN,RBR,#,$,IN,VBP,WDT,SYM,NNPS,WP$,',',VB,.,VBZ,RB,PRP$,EX,POS,-RRB-,:,TO,RP,NULL}
@attribute pos {START,STOP,JJ,NN,``,-LRB-,WRB,LS,PRP,DT,NNP,FW,NNS,JJS,JJR,UH,.$$.,MD,VBD,WP,VBG,CC,'\'\'',CD,PDT,RBS,VBN,RBR,#,$,IN,VBP,WDT,SYM,NNPS,WP$,',',VB,.,VBZ,RB,PRP$,EX,POS,-RRB-,:,TO,RP,NULL}
@attribute pos+1 {START,STOP,JJ,NN,``,-LRB-,WRB,LS,PRP,DT,NNP,FW,NNS,JJS,JJR,UH,.$$.,MD,VBD,WP,VBG,CC,'\'\'',CD,PDT,RBS,VBN,RBR,#,$,IN,VBP,WDT,SYM,NNPS,WP$,',',VB,.,VBZ,RB,PRP$,EX,POS,-RRB-,:,TO,RP,NULL}
@attribute pos+2 {START,STOP,JJ,NN,``,-LRB-,WRB,LS,PRP,DT,NNP,FW,NNS,JJS,JJR,UH,.$$.,MD,VBD,WP,VBG,CC,'\'\'',CD,PDT,RBS,VBN,RBR,#,$,IN,VBP,WDT,SYM,NNPS,WP$,',',VB,.,VBZ,RB,PRP$,EX,POS,-RRB-,:,TO,RP,NULL}
@attribute position numeric
@attribute agreement numeric
@attribute judgment {1,0}

@data
0.13769,-0.00538,-0.00775,-0.0273,0.01851,0.00668,-0.01302,-0.04181,-0.00025,-0.06244,-0.04638,0.01293,-0.01838,0.004,0.0061,0.06267,-0.05292,-0.01432,-0.06003,-0.05615,-0.05001,-0.03635,0.05722,0.0565,-0.0242,0.01821,-0.0617,0.02377,-0.07075,-0.04246,-0.03495,0.04949,-0.00921,-0.04354,-0.04668,0.0479,-0.05398,0.08167,0.02444,0.00889,0.10652,-0.00034,-0.05877,-0.06092,-0.02522,-0.05434,-0.00369,-0.01222,0.0365,0.00028,0.00076,-0.03073,0.04374,-0.03834,0.08556,0.01714,-0.0346,-0.02059,-0.00709,-0.00148,-0.02768,-0.00453,-0.00627,0.0156,-0.03679,-0.06006,-0.01573,-0.03468,0.05748,-0.03584,0.01006,0.01036,-0.02763,0.02009,-0.01992,0.01265,0.00089,0.00049,0.0218,0.01983,-0.03341,0.02748,0.00293,-0.04394,-0.02592,0.04862,-0.04156,-0.04367,0.05434,-0.02293,-0.10996,-0.00903,-0.10935,-0.03739,0.01175,0.03109,-0.00238,0.044,-0.06138,-0.00226,some,9,0.666666667,PRP,VBP,DT,NNS,.,6,0.6,0
0.026,0.02998,-0.03292,-0.00529,-0.03864,0.0049,-0.00975,-0.02357,-0.01986,-0.04466,0.00298,-0.03139,-0.05264,-0.0206,0.00721,0.0563,-0.03137,-0.02697,0.02092,-0.03063,-0.03165,-0.05864,0.06322,0.04158,0.0306,-0.00349,-0.0188,0.05083,-0.0048,-0.0031,-0.02336,-0.01956,-0.02711,0.0196,-0.04179,0.02959,0.01094,-0.00951,0.04951,-0.02315,0.01078,0.00115,-0.0506,0.02155,0.01794,0.01247,-0.02449,0.0167,0.00776,-0.00966,0.03097,-0.03846,-0.01268,-0.03147,0.02598,-0.00142,-0.02034,0.02823,0.0217,0.02102,-0.03589,0.04587,0.0415,0.0285,-0.02075,-0.01381,0.00295,-0.07828,0.03458,0.01999,-0.04035,-0.05584,-0.0951,0.03799,-0.0102,-0.00428,0.0193,-0.03113,0.01418,-0.00702,0.02808,0.01153,-0.02985,-0.04113,-0.0082,0.00647,0.00576,-0.00378,-0.04455,-0.01161,-0.09405,0.00406,0.01004,0.02759,0.00571,-0.01096,-0.0291,0.00876,-0.00734,-0.00463,could,17,0.058823529,START,PRP,MD,VB,JJ,1,1,1
0.00152,0.06536,-0.03651,0.04528,-0.02396,-0.04137,0.00223,-0.0375,-0.05467,0.01918,0.01842,-0.03498,-0.09475,-0.02954,-0.04006,0.04627,-0.03097,-0.03061,-0.00261,0.0157,-0.0584,-0.0252,0.04183,0.00471,0.04987,-0.02328,0.03897,0.01264,-0.00312,-0.04301,-0.01745,0.00439,0.0049,-0.0111,-0.02434,-0.00307,0.0094,0.0349,0.02368,-0.04833,-0.02723,0.01919,-0.01771,0.02563,0.02395,0.00153,-0.04367,0.00702,0.02926,-0.01295,0.05158,-0.06224,0.00844,-0.06278,0.01802,0.0079,-0.03906,0.02544,-0.02728,-0.02341,-0.04093,0.05119,0.07544,0.02542,0.03272,-0.03346,0.00727,0.01236,0.02967,0.00859,-0.04274,0.02549,-0.09358,0.02263,-0.02707,-0.01914,0.00809,0.01123,0.04491,-0.00756,0.0196,0.03644,-0.01007,0.01893,0.04721,-0.04609,-0.02766,0.00119,-0.00302,-0.00075,-0.04866,-0.01828,0.00577,0.00756,-0.0602,0.01174,-0.01497,0.00715,0.00457,-0.01926,like,28,0.857142857,PRP$,NNS,IN,PRP$,FW,24,0.6,1
-0.00096,0.07281,-0.02982,-0.02484,-0.05819,0.0253,0.0527,-0.02078,-0.00358,-0.00625,0.02979,-0.05854,-0.04958,-0.02518,-0.04311,0.04282,-0.01913,-0.05676,0.03038,-0.00317,-0.05601,-0.018,0.00254,0.05789,0.04159,-0.02063,-0.00926,0.0491,-0.04733,0.01455,-0.00505,0.04377,-0.06686,-0.02656,-0.02012,0.01629,0.00914,0.02472,0.05609,-0.08286,0.04364,0.00577,-0.02485,-0.02533,-0.01538,0.02008,0.0049,0.018,0.01549,0.02486,0.06267,-0.03599,-0.02844,-0.02738,0.01168,-0.01533,-0.04002,0.02045,-0.01877,0.00313,-0.01897,0.01092,0.06753,0.02288,-0.00334,-0.04951,-0.02035,-0.01326,0.04187,0.07246,-0.05328,0.00823,-0.05513,0.00232,0.00538,0.00001,0.00151,0.00041,-0.03272,-0.00207,0.00196,-0.00856,-0.01024,-0.03058,-0.00002,0.01524,0.00287,-0.01878,-0.03044,-0.00357,-0.07232,-0.01666,0.01627,0.03411,-0.01885,-0.01968,-0.01265,0.03295,0.0205,0.02188,about,15,0.533333333,RB,VBD,IN,WP,VBD,8,1,0
0.03045,-0.0004,-0.01012,-0.00046,-0.00152,-0.00041,-0.00061,-0.01098,-0.00327,-0.00823,-0.00768,-0.00053,-0.02079,-0.00239,-0.00437,0.01546,-0.01571,-0.00526,-0.01004,-0.01083,-0.01739,-0.01167,0.01616,0.0167,0.00209,-0.00286,-0.00906,0.00758,-0.01101,-0.00931,-0.00416,0.01212,0.00075,-0.00343,-0.01312,0.01237,-0.00199,0.01989,0.00507,-0.00698,0.01615,-0.00088,-0.01481,-0.00391,-0.00055,-0.01136,-0.00258,-0.00039,0.01395,-0.00162,0.00809,-0.01101,0.00291,-0.02064,0.02398,0.00649,-0.00848,-0.0032,-0.00696,-0.00051,-0.01267,0.00279,0.00943,-0.00111,-0.00008,-0.01077,0.00047,-0.01007,0.01897,-0.00801,-0.00709,0.0043,-0.014,0.00055,-0.00319,-0.00329,-0.004,0.00334,0.01366,0.00482,-0.00282,0.01093,0.00308,-0.00698,0.00357,0.00336,-0.00778,-0.01264,0.01295,-0.00901,-0.02463,-0.0005,-0.02578,-0.00565,0.00051,0.00453,-0.006,0.00683,-0.0127,-0.00973,basically,17,0.529411765,PRP$,NNS,RB,:,IN,9,0.8,1
0.0121,0.00136,0.00013,-0.0054,-0.00263,0.0023,0.0003,-0.00945,-0.00234,-0.00652,-0.00493,-0.00051,-0.00773,0.00374,0.00501,0.0103,-0.00373,-0.00354,0.00364,-0.00515,-0.0089,-0.00628,0.00173,0.00645,0.00471,-0.00189,-0.00214,0.00501,-0.00099,-0.00291,0.00276,0.00712,0.00053,-0.00143,0.00098,-0.00353,-0.00043,0.00565,-0.00077,-0.00297,0.01116,-0.00072,-0.00077,-0.00356,0.00051,0.00173,0.0025,-0.00145,0.00468,0.00496,-0.00001,-0.00858,0.0051,-0.0026,0.0002,-0.00132,0.00203,-0.00302,0.00429,-0.00367,-0.00753,0.00142,-0.00008,0.00735,0.00127,-0.00237,-0.00428,-0.00441,0.00707,0.00209,-0.00554,0.00548,-0.00465,-0.00129,-0.0035,-0.00157,0.0046,0.00104,0.00449,0.00154,-0.00172,-0.00311,0.00359,-0.00493,-0.00227,0.00055,-0.00282,-0.00248,0.00137,-0.00564,-0.01142,0.00141,-0.00533,-0.0044,-0.00232,-0.00163,-0.00428,0.00048,0.00163,0.0022,usually,7,0.142857143,START,DT,RB,VBZ,IN,1,1,1
0.04225,0.01418,0.01203,-0.00653,0.02107,-0.00901,0.01669,-0.02085,0.00017,0.02959,-0.00518,-0.00237,0.00357,0.00208,-0.03328,0.00303,-0.01253,-0.00273,-0.02747,0.00744,-0.02482,0.02891,-0.01993,0.00164,0.00142,-0.00971,-0.00099,-0.01935,-0.0408,-0.01591,0.00409,0.04991,0.00984,-0.03861,0.0202,-0.,-0.03276,0.05551,-0.00533,-0.00874,0.03984,0.00131,0.00471,-0.0384,-0.02499,-0.03436,0.012,-0.00993,0.02984,0.01311,0.00365,-0.00268,0.02429,-0.01058,0.0267,-0.00589,-0.02274,-0.02109,-0.0413,-0.03035,0.00284,-0.02832,0.00028,-0.01009,0.01936,-0.03836,-0.01581,0.06123,0.01411,-0.01402,0.01503,0.05703,0.02792,-0.01807,-0.01399,-0.00332,-0.01654,0.03776,0.00349,0.00569,-0.03865,0.00363,0.03639,0.02492,0.02524,0.00887,-0.03008,-0.01261,0.06035,0.00684,0.01466,-0.02052,-0.0489,-0.02816,-0.03022,0.01805,0.01867,0.02162,-0.02,0.00801,most,20,0.1,PRP,VBP,JJS,IN,DT,2,0.6,1
0.01031,-0.004,0.00304,-0.00177,0.00893,0.00433,0.00297,-0.00026,-0.00475,0.00026,-0.00001,0.001,0.00021,0.0049,-0.00854,-0.00333,-0.00552,0.00604,-0.00829,0.00368,-0.00432,0.00473,-0.0051,0.00593,-0.00552,-0.00155,-0.00611,0.00428,-0.00455,-0.00377,0.00105,0.00339,-0.00118,-0.00276,0.00234,0.00248,-0.00561,0.01064,0.00186,-0.00377,0.00506,-0.00035,0.00413,-0.00191,-0.0062,-0.00297,0.00492,0.00031,0.00314,0.00258,-0.00299,-0.00037,-0.00069,0.00036,0.00335,-0.00479,-0.00705,-0.00492,-0.01162,-0.00434,-0.00367,-0.00843,-0.00007,-0.00013,0.00589,-0.01245,-0.0001,0.0116,0.00505,-0.00496,0.00764,0.00736,0.00983,-0.00193,0.00173,0.0004,-0.00793,0.00426,0.00278,0.00094,-0.01047,0.00205,0.00961,0.00057,0.00624,0.00487,-0.00723,-0.00326,0.01215,-0.00659,0.00265,0.00044,-0.01325,-0.00087,-0.00279,-0.00064,0.00353,0.00082,-0.00129,0.00095,basic,31,0.129032258,:,PRP$,JJ,NN,VBZ,4,0.6,1
-0.00096,0.07281,-0.02982,-0.02484,-0.05819,0.0253,0.0527,-0.02078,-0.00358,-0.00625,0.02979,-0.05854,-0.04958,-0.02518,-0.04311,0.04282,-0.01913,-0.05676,0.03038,-0.00317,-0.05601,-0.018,0.00254,0.05789,0.04159,-0.02063,-0.00926,0.0491,-0.04733,0.01455,-0.00505,0.04377,-0.06686,-0.02656,-0.02012,0.01629,0.00914,0.02472,0.05609,-0.08286,0.04364,0.00577,-0.02485,-0.02533,-0.01538,0.02008,0.0049,0.018,0.01549,0.02486,0.06267,-0.03599,-0.02844,-0.02738,0.01168,-0.01533,-0.04002,0.02045,-0.01877,0.00313,-0.01897,0.01092,0.06753,0.02288,-0.00334,-0.04951,-0.02035,-0.01326,0.04187,0.07246,-0.05328,0.00823,-0.05513,0.00232,0.00538,0.00001,0.00151,0.00041,-0.03272,-0.00207,0.00196,-0.00856,-0.01024,-0.03058,-0.00002,0.01524,0.00287,-0.01878,-0.03044,-0.00357,-0.07232,-0.01666,0.01627,0.03411,-0.01885,-0.01968,-0.01265,0.03295,0.0205,0.02188,about,28,0.357142857,NN,VBZ,IN,NN,JJR,10,0.8,0
0.00152,0.06536,-0.03651,0.04528,-0.02396,-0.04137,0.00223,-0.0375,-0.05467,0.01918,0.01842,-0.03498,-0.09475,-0.02954,-0.04006,0.04627,-0.03097,-0.03061,-0.00261,0.0157,-0.0584,-0.0252,0.04183,0.00471,0.04987,-0.02328,0.03897,0.01264,-0.00312,-0.04301,-0.01745,0.00439,0.0049,-0.0111,-0.02434,-0.00307,0.0094,0.0349,0.02368,-0.04833,-0.02723,0.01919,-0.01771,0.02563,0.02395,0.00153,-0.04367,0.00702,0.02926,-0.01295,0.05158,-0.06224,0.00844,-0.06278,0.01802,0.0079,-0.03906,0.02544,-0.02728,-0.02341,-0.04093,0.05119,0.07544,0.02542,0.03272,-0.03346,0.00727,0.01236,0.02967,0.00859,-0.04274,0.02549,-0.09358,0.02263,-0.02707,-0.01914,0.00809,0.01123,0.04491,-0.00756,0.0196,0.03644,-0.01007,0.01893,0.04721,-0.04609,-0.02766,0.00119,-0.00302,-0.00075,-0.04866,-0.01828,0.00577,0.00756,-0.0602,0.01174,-0.01497,0.00715,0.00457,-0.01926,like,16,0.4375,CC,NNS,IN,PRP,DT,7,1,1
-0.00382,-0.00361,0.00817,0.00271,-0.00268,0.00388,-0.00322,-0.00295,0.00102,0.00408,0.00194,-0.00065,0.00717,0.00684,-0.00013,-0.00143,0.00469,0.00721,0.00352,-0.00039,0.00606,-0.00307,-0.00669,-0.0017,-0.00393,0.00308,-0.00074,0.00358,0.00137,-0.00316,0.00115,-0.00615,-0.00313,0.00237,0.00365,-0.00158,0.00494,-0.0039,-0.00077,0.0044,-0.00125,-0.0034,-0.00036,-0.00182,0.00081,-0.00105,-0.00122,0.0031,-0.00366,0.00115,-0.00438,0.00037,0.00287,0.00189,-0.00014,0.00162,0.00364,-0.00561,0.00759,0.00602,0.00761,-0.00714,-0.00846,0.00386,-0.00556,0.00618,-0.00294,-0.00124,0.00088,0.00292,0.00482,0.00136,0.00833,-0.00053,0.00564,-0.00507,0.00033,0.00362,-0.00035,-0.00691,-0.00202,0.00205,0.00441,0.00245,0.00057,0.003,0.00114,0.0018,-0.00571,0.00061,0.00215,0.00194,-0.00419,-0.00224,0.00128,-0.00096,-0.00017,-0.00601,0.00494,0.00478,totally,16,0.4375,VBZ,VBN,RB,VBN,IN,7,1,0
-0.00096,0.07281,-0.02982,-0.02484,-0.05819,0.0253,0.0527,-0.02078,-0.00358,-0.00625,0.02979,-0.05854,-0.04958,-0.02518,-0.04311,0.04282,-0.01913,-0.05676,0.03038,-0.00317,-0.05601,-0.018,0.00254,0.05789,0.04159,-0.02063,-0.00926,0.0491,-0.04733,0.01455,-0.00505,0.04377,-0.06686,-0.02656,-0.02012,0.01629,0.00914,0.02472,0.05609,-0.08286,0.04364,0.00577,-0.02485,-0.02533,-0.01538,0.02008,0.0049,0.018,0.01549,0.02486,0.06267,-0.03599,-0.02844,-0.02738,0.01168,-0.01533,-0.04002,0.02045,-0.01877,0.00313,-0.01897,0.01092,0.06753,0.02288,-0.00334,-0.04951,-0.02035,-0.01326,0.04187,0.07246,-0.05328,0.00823,-0.05513,0.00232,0.00538,0.00001,0.00151,0.00041,-0.03272,-0.00207,0.00196,-0.00856,-0.01024,-0.03058,-0.00002,0.01524,0.00287,-0.01878,-0.03044,-0.00357,-0.07232,-0.01666,0.01627,0.03411,-0.01885,-0.01968,-0.01265,0.03295,0.0205,0.02188,about,10,0.3,MD,VB,IN,VBG,RP,3,1,0
0.01358,0.01053,-0.00476,0.00503,-0.00359,-0.0076,0.00107,-0.00944,-0.00702,-0.0088,-0.00343,0.00034,-0.01451,-0.00518,0.00323,0.01789,-0.01291,-0.0066,-0.00324,-0.01246,-0.00718,-0.01382,0.01638,0.01246,-0.00163,-0.00129,-0.00357,0.00754,-0.01035,-0.00989,-0.00474,0.00308,-0.00164,-0.0015,-0.01554,0.00978,-0.00315,0.01424,0.00461,-0.00602,0.01285,-0.00315,-0.01083,-0.00488,0.00178,-0.00734,-0.01042,0.00292,0.00353,-0.00325,0.01019,-0.01297,0.00809,-0.00857,0.01883,0.0037,-0.01126,0.00488,0.00437,-0.00338,-0.00387,0.00928,0.00553,0.00513,-0.01196,-0.00535,0.00017,-0.01212,0.01388,-0.0008,0.00046,-0.00377,-0.02069,0.00579,0.00381,-0.0031,0.00204,0.00019,0.01201,0.00468,-0.0005,0.00572,-0.00658,-0.01038,-0.00139,0.00179,-0.00466,-0.00239,-0.00391,-0.00349,-0.02764,-0.00505,-0.00582,-0.00201,0.00048,0.00001,-0.00398,0.00778,-0.00156,-0.00368,maybe,11,0.272727273,VBP,VBN,RB,CD,NNS,3,0.8,1
-0.06555,0.01709,-0.08116,0.07423,-0.10774,-0.03464,-0.04744,-0.00186,-0.03686,-0.06965,0.03064,-0.05197,-0.12171,-0.0532,0.05382,0.07741,-0.00228,-0.03582,0.11609,-0.03417,-0.00704,-0.11536,0.14442,0.02377,0.07267,0.00675,0.02438,0.09307,0.11706,0.0024,-0.00831,-0.12403,-0.02339,0.11813,-0.09344,0.02779,0.12092,-0.12655,0.08138,-0.02556,-0.14024,0.02719,-0.05972,0.14211,0.11661,0.11002,-0.10977,0.04395,-0.03765,-0.04314,0.06374,-0.06207,-0.04978,-0.04762,-0.04644,0.02868,0.00895,0.08179,0.12406,0.06429,-0.05627,0.18072,0.06837,0.04205,-0.01569,0.07398,0.04656,-0.204,0.01371,0.02891,-0.12164,-0.16605,-0.23113,0.08554,-0.00906,-0.01915,0.06428,-0.12563,0.07075,-0.0022,0.13029,0.04101,-0.11138,-0.06184,-0.02017,-0.07746,0.06014,0.02978,-0.16249,-0.0051,-0.13105,0.07509,0.14613,0.10867,0.0372,-0.04249,-0.09686,-0.06043,0.04486,-0.03781,know,30,0.533333333,PRP$,NN,VB,TO,RB,16,0.8,1
0.07593,0.03633,-0.04125,0.00138,-0.04607,-0.00973,-0.01085,-0.02782,-0.02092,-0.03616,-0.0128,-0.02219,-0.08672,-0.03676,-0.00858,0.08071,-0.03979,-0.04165,0.00398,-0.01476,-0.06259,-0.06514,0.08357,0.05592,0.02305,-0.02108,-0.02031,0.05497,-0.03787,-0.01504,-0.03298,0.01263,-0.02323,0.00118,-0.06688,0.05222,-0.0073,0.0155,0.06439,-0.03253,0.02628,0.01664,-0.07967,0.01284,0.00095,-0.01436,-0.04414,0.01586,0.03204,-0.01449,0.04579,-0.05744,-0.00302,-0.07223,0.05404,0.01648,-0.04335,0.03546,-0.00961,0.01094,-0.05878,0.06999,0.06976,0.04402,-0.01177,-0.0361,0.01972,-0.07554,0.05266,0.01873,-0.04772,-0.03035,-0.1266,0.03551,-0.03179,0.01076,-0.00512,-0.03139,0.04536,0.01135,0.0337,0.03385,-0.03712,-0.05569,-0.01525,-0.0088,-0.02519,-0.02271,-0.01267,-0.01205,-0.11664,0.00361,-0.02596,0.03412,-0.00613,-0.003,-0.02997,0.02142,-0.02443,-0.01653,much,32,0.59375,RB,RB,JJ,NN,NN,19,0.6,0
0.07237,0.03939,-0.06354,0.03096,-0.05038,-0.03136,-0.01987,-0.04813,-0.04516,-0.06848,-0.01434,-0.03184,-0.1203,-0.03814,-0.00357,0.10888,-0.05835,-0.05305,0.01192,-0.04321,-0.07371,-0.09101,0.13653,0.06331,0.03692,-0.01093,-0.01255,0.07108,-0.003,-0.04956,-0.03782,-0.01462,-0.02436,0.01852,-0.08278,0.05881,0.02434,0.00895,0.07643,-0.05044,-0.00552,0.01958,-0.0863,0.04067,0.03623,0.01911,-0.07588,0.02817,0.02791,-0.01962,0.05571,-0.07601,0.00481,-0.08322,0.06638,0.02892,-0.04524,0.03369,0.01745,0.01418,-0.06236,0.11283,0.08913,0.03712,-0.01408,-0.02555,0.02581,-0.11015,0.06263,-0.00041,-0.07095,-0.06064,-0.1821,0.054,-0.02978,-0.00405,0.0205,-0.05818,0.06947,0.01176,0.04596,0.0544,-0.0598,-0.06535,-0.00515,-0.01691,-0.01531,-0.02421,-0.03809,-0.01781,-0.17556,0.02027,-0.01876,0.0404,-0.00466,-0.00083,-0.05125,0.01674,-0.014,-0.04051,really,18,0.833333333,JJ,RB,RB,VBN,NN,15,1,1
0.00662,0.07937,-0.04948,0.04245,-0.03094,-0.04405,-0.00206,-0.0427,-0.05871,0.01117,0.02001,-0.0471,-0.11392,-0.0334,-0.04622,0.06129,-0.04086,-0.04284,-0.00209,0.0153,-0.06626,-0.03773,0.05328,0.01927,0.06347,-0.03259,0.03564,0.01882,-0.01043,-0.04961,-0.02776,0.00853,-0.00821,-0.01703,-0.03009,0.0011,0.00557,0.0489,0.0411,-0.05997,-0.01431,0.02239,-0.03509,0.0248,0.01583,0.00272,-0.0456,0.01112,0.03706,-0.01708,0.0716,-0.07331,0.00356,-0.0827,0.03296,0.00555,-0.05913,0.02872,-0.03232,-0.03174,-0.05026,0.06745,0.09537,0.03345,0.03539,-0.03968,0.01487,0.01013,0.04426,0.01436,-0.05747,0.02511,-0.1197,0.02484,-0.02633,-0.01696,0.00719,0.01003,0.04837,-0.00357,0.02296,0.04538,-0.01889,0.00763,0.04673,-0.04788,-0.03278,0.00172,-0.00434,-0.00064,-0.06449,-0.02528,0.01097,0.018,-0.06551,0.00398,-0.01512,0.01855,0.00442,-0.02824,'sounds like',37,0.27027027,VBZ,PRP,VBZ,PRP,VBP,10,1,1
0.04103,0.04472,-0.04336,-0.01037,-0.04314,-0.00324,0.00084,-0.03112,-0.01891,-0.0213,0.00022,-0.04623,-0.07228,-0.03656,-0.01891,0.05763,-0.03193,-0.04107,0.02424,-0.01112,-0.06691,-0.04809,0.05103,0.05501,0.0378,-0.02333,-0.01265,0.05691,-0.03212,-0.02079,-0.03527,0.01413,-0.02025,-0.0009,-0.04109,0.05645,0.00049,0.0155,0.05941,-0.04997,0.00423,0.01296,-0.06041,0.00956,-0.00963,-0.00196,-0.02803,0.00846,0.03549,-0.00312,0.04422,-0.04467,-0.02254,-0.0547,0.04203,-0.00338,-0.04319,0.03459,-0.03353,0.00629,-0.05535,0.05177,0.07712,0.03378,-0.00023,-0.04033,0.00358,-0.04475,0.05323,0.03123,-0.0523,-0.02009,-0.09645,0.01749,-0.03628,0.00052,-0.0119,-0.02189,0.01857,0.00634,0.02773,0.01833,-0.02482,-0.04669,0.00171,0.00095,-0.03081,-0.01203,-0.01185,-0.01674,-0.10653,-0.00515,-0.02888,0.02959,-0.03089,-0.00179,-0.01065,0.01944,-0.00553,-0.0163,may,16,0.75,NNS,WDT,MD,VB,IN,12,1,1
0.13769,-0.00538,-0.00775,-0.0273,0.01851,0.00668,-0.01302,-0.04181,-0.00025,-0.06244,-0.04638,0.01293,-0.01838,0.004,0.0061,0.06267,-0.05292,-0.01432,-0.06003,-0.05615,-0.05001,-0.03635,0.05722,0.0565,-0.0242,0.01821,-0.0617,0.02377,-0.07075,-0.04246,-0.03495,0.04949,-0.00921,-0.04354,-0.04668,0.0479,-0.05398,0.08167,0.02444,0.00889,0.10652,-0.00034,-0.05877,-0.06092,-0.02522,-0.05434,-0.00369,-0.01222,0.0365,0.00028,0.00076,-0.03073,0.04374,-0.03834,0.08556,0.01714,-0.0346,-0.02059,-0.00709,-0.00148,-0.02768,-0.00453,-0.00627,0.0156,-0.03679,-0.06006,-0.01573,-0.03468,0.05748,-0.03584,0.01006,0.01036,-0.02763,0.02009,-0.01992,0.01265,0.00089,0.00049,0.0218,0.01983,-0.03341,0.02748,0.00293,-0.04394,-0.02592,0.04862,-0.04156,-0.04367,0.05434,-0.02293,-0.10996,-0.00903,-0.10935,-0.03739,0.01175,0.03109,-0.00238,0.044,-0.06138,-0.00226,some,28,0.107142857,DT,:,DT,IN,PRP,3,0.6,0
