@relation AnnaHedgeData
@attribute pos0 numeric
@attribute pos1 numeric
@attribute pos2 numeric
@attribute pos3 numeric
@attribute pos4 numeric
@attribute pos5 numeric
@attribute pos6 numeric
@attribute pos7 numeric
@attribute pos8 numeric
@attribute pos9 numeric
@attribute pos10 numeric
@attribute pos11 numeric
@attribute pos12 numeric
@attribute pos13 numeric
@attribute pos14 numeric
@attribute pos15 numeric
@attribute pos16 numeric
@attribute pos17 numeric
@attribute pos18 numeric
@attribute pos19 numeric
@attribute pos20 numeric
@attribute pos21 numeric
@attribute pos22 numeric
@attribute pos23 numeric
@attribute pos24 numeric
@attribute pos25 numeric
@attribute pos26 numeric
@attribute pos27 numeric
@attribute pos28 numeric
@attribute pos29 numeric
@attribute hedge {'a bit','a bunch','a couple','a few','a little','a whole bunch','among others','and all that','and so forth','and so on','and suchlike','and the rest','correct me if I\'m wrong','et cetera','I mean','I would say','if I\'m understanding you correctly','in my mind','in my opinion','in my understanding','in my view','it\'s said','kind of','look like','looks like','more or less','my thinking','my understanding','pretty much','so far','somebody said','something or other','sort of','sounds like','the like','their impression','they said','they say','to be honest',about,almost,apparently,appear,approximately,arguably,assume,basic,basically,believe,completely,consider,could,estimate,expect,fair,fairly,feel,find,frequently,general,generally,guess,hear,imagine,know,largely,like,likely,may,maybe,might,most,mostly,much,nearly,necessarily,occasionally,often,partial,partially,perhaps,possible,possibly,practically,probable,probably,propose,rarely,read,really,recall,remember,rough,roughly,seem,seemingly,seldom,several,should,some,somebody,somehow,someone,sometimes,somewhat,somewhere,speculate,suggest,suppose,sure,technically,think,totally,understand,unlikely,unsure,usually,virtually}
@attribute sentencelength numeric
@attribute ratiolength numeric
@attribute pos-2 {START,STOP,JJ,NN,``,-LRB-,WRB,LS,PRP,DT,NNP,FW,NNS,JJS,JJR,UH,.$$.,MD,VBD,WP,VBG,CC,'\'\'',CD,PDT,RBS,VBN,RBR,#,$,IN,VBP,WDT,SYM,NNPS,WP$,',',VB,.,VBZ,RB,PRP$,EX,POS,-RRB-,:,TO,RP,NULL}
@attribute pos-1 {START,STOP,JJ,NN,``,-LRB-,WRB,LS,PRP,DT,NNP,FW,NNS,JJS,JJR,UH,.$$.,MD,VBD,WP,VBG,CC,'\'\'',CD,PDT,RBS,VBN,RBR,#,$,IN,VBP,WDT,SYM,NNPS,WP$,',',VB,.,VBZ,RB,PRP$,EX,POS,-RRB-,:,TO,RP,NULL}
@attribute pos {START,STOP,JJ,NN,``,-LRB-,WRB,LS,PRP,DT,NNP,FW,NNS,JJS,JJR,UH,.$$.,MD,VBD,WP,VBG,CC,'\'\'',CD,PDT,RBS,VBN,RBR,#,$,IN,VBP,WDT,SYM,NNPS,WP$,',',VB,.,VBZ,RB,PRP$,EX,POS,-RRB-,:,TO,RP,NULL}
@attribute pos+1 {START,STOP,JJ,NN,``,-LRB-,WRB,LS,PRP,DT,NNP,FW,NNS,JJS,JJR,UH,.$$.,MD,VBD,WP,VBG,CC,'\'\'',CD,PDT,RBS,VBN,RBR,#,$,IN,VBP,WDT,SYM,NNPS,WP$,',',VB,.,VBZ,RB,PRP$,EX,POS,-RRB-,:,TO,RP,NULL}
@attribute pos+2 {START,STOP,JJ,NN,``,-LRB-,WRB,LS,PRP,DT,NNP,FW,NNS,JJS,JJR,UH,.$$.,MD,VBD,WP,VBG,CC,'\'\'',CD,PDT,RBS,VBN,RBR,#,$,IN,VBP,WDT,SYM,NNPS,WP$,',',VB,.,VBZ,RB,PRP$,EX,POS,-RRB-,:,TO,RP,NULL}
@attribute position numeric
@attribute agreement numeric
@attribute judgment {1,0}


@data
0.23894,-0.03511,0.02981,-0.11995,0.0301,-0.05134,-0.1677,-0.04799,-0.01237,-0.26118,-0.17358,0.15175,0.17633,0.12538,0.1473,0.22615,-0.26524,-0.08702,-0.43307,-0.17292,0.08523,-0.18546,0.26495,0.17886,-0.04543,0.11831,-0.18062,-0.22733,0.00303,0.02686,'a little',11,0.18181818181818182,PRP,VBD,DT,JJ,NN,2,1,0
0.15921,0.0373,-0.03624,0.03303,-0.00895,-0.07048,-0.06056,-0.07023,-0.05092,-0.02063,-0.0281,0.00759,-0.16378,-0.02156,-0.04327,0.12992,-0.10858,-0.02473,-0.05644,-0.02421,-0.12315,-0.06649,0.1372,0.04567,0.0293,-0.02585,-0.01345,0.0301,-0.07667,-0.0949,seem,23,0.08695652173913043,PRP,VBZ,VB,DT,IN,2,0.8,1
0.03193,0.06464,-0.13298,0.09186,-0.12511,-0.06653,-0.05072,-0.0447,-0.07406,-0.14041,-0.00119,-0.05647,-0.21852,-0.07972,0.03315,0.17449,-0.07881,-0.09176,0.08766,-0.08329,-0.08064,-0.18796,0.27131,0.08926,0.09247,-0.00728,-0.00151,0.15477,0.07508,-0.06877,really,30,0.9,VBP,RB,RB,VBN,.,27,1,1
0.29852,0.00408,-0.14418,0.23105,-0.22177,-0.11209,-0.11887,-0.00176,-0.16632,-0.09666,0.12825,-0.09577,-0.18805,-0.10767,0.15351,0.03686,0.02162,0.01202,0.30508,-0.05706,0.0619,-0.26524,0.31036,-0.04008,0.18939,0.03556,0.12075,0.23456,0.40901,0.01734,think,14,0.14285714285714285,PRP,VBP,VB,DT,NN,2,1,1
0.24106,-0.00051,-0.01323,-0.04856,0.02539,0.02678,-0.02285,-0.07094,0.01387,-0.11219,-0.08207,0.02249,-0.02037,0.01296,0.02581,0.11855,-0.08166,-0.0188,-0.10084,-0.10262,-0.08323,-0.06679,0.08699,0.1029,-0.03654,0.03216,-0.12365,0.03636,-0.1266,-0.07454,some,16,0.5625,VBZ,RB,DT,JJ,NN,9,0.6,0
0.24106,-0.00051,-0.01323,-0.04856,0.02539,0.02678,-0.02285,-0.07094,0.01387,-0.11219,-0.08207,0.02249,-0.02037,0.01296,0.02581,0.11855,-0.08166,-0.0188,-0.10084,-0.10262,-0.08323,-0.06679,0.08699,0.1029,-0.03654,0.03216,-0.12365,0.03636,-0.1266,-0.07454,some,13,0.23076923076923078,MD,VB,DT,NN,IN,3,0.6,1
0.03658,0.1262,-0.07114,0.09958,-0.04062,-0.08638,0.01315,-0.06991,-0.12214,0.03885,0.04842,-0.06526,-0.16979,-0.06112,-0.06523,0.05602,-0.05185,-0.04993,-0.00605,0.02855,-0.09863,-0.04611,0.07503,-0.0225,0.10074,-0.02787,0.09196,0.03388,0.01336,-0.08578,like,13,0.46153846153846156,IN,NNS,IN,PRP,MD,6,1,1
0.29852,0.00408,-0.14418,0.23105,-0.22177,-0.11209,-0.11887,-0.00176,-0.16632,-0.09666,0.12825,-0.09577,-0.18805,-0.10767,0.15351,0.03686,0.02162,0.01202,0.30508,-0.05706,0.0619,-0.26524,0.31036,-0.04008,0.18939,0.03556,0.12075,0.23456,0.40901,0.01734,think,16,0.0625,START,PRP,VBP,PRP,VB,1,0.8,1
0.10462,0.05264,-0.07977,0.01858,-0.10475,-0.02416,-0.04747,-0.02005,-0.02897,-0.06911,-0.01306,-0.02541,-0.16334,-0.07837,0.01358,0.13756,-0.05743,-0.06351,0.03654,-0.0182,-0.07649,-0.14567,0.17476,0.08668,0.05026,-0.0342,-0.03213,0.12028,-0.034,0.00179,much,5,0.4,PRP,VBP,RB,RB,RB,2,1,0
0.03658,0.1262,-0.07114,0.09958,-0.04062,-0.08638,0.01315,-0.06991,-0.12214,0.03885,0.04842,-0.06526,-0.16979,-0.06112,-0.06523,0.05602,-0.05185,-0.04993,-0.00605,0.02855,-0.09863,-0.04611,0.07503,-0.0225,0.10074,-0.02787,0.09196,0.03388,0.01336,-0.08578,like,20,0.65,VBZ,NNS,IN,PRP,VBP,13,1,1
0.05507,0.09833,-0.04734,-0.0614,-0.06852,0.04602,0.00812,-0.07849,-0.05019,-0.08397,0.00747,-0.03517,-0.02378,-0.04972,-0.01267,0.11382,-0.09297,-0.09205,-0.00834,-0.0473,-0.05893,-0.09526,0.09393,0.0795,0.04398,-0.01603,-0.06237,0.09916,-0.06174,0.01282,should,24,0.375,NNP,NN,MD,VB,PRP,9,0.6,0
0.24106,-0.00051,-0.01323,-0.04856,0.02539,0.02678,-0.02285,-0.07094,0.01387,-0.11219,-0.08207,0.02249,-0.02037,0.01296,0.02581,0.11855,-0.08166,-0.0188,-0.10084,-0.10262,-0.08323,-0.06679,0.08699,0.1029,-0.03654,0.03216,-0.12365,0.03636,-0.1266,-0.07454,some,21,0.2857142857142857,PRP,VB,DT,NN,TO,6,0.6,0
0.03658,0.1262,-0.07114,0.09958,-0.04062,-0.08638,0.01315,-0.06991,-0.12214,0.03885,0.04842,-0.06526,-0.16979,-0.06112,-0.06523,0.05602,-0.05185,-0.04993,-0.00605,0.02855,-0.09863,-0.04611,0.07503,-0.0225,0.10074,-0.02787,0.09196,0.03388,0.01336,-0.08578,like,6,0.8333333333333334,NNS,VBP,IN,STOP,STOP,5,0.8,1
0.24106,-0.00051,-0.01323,-0.04856,0.02539,0.02678,-0.02285,-0.07094,0.01387,-0.11219,-0.08207,0.02249,-0.02037,0.01296,0.02581,0.11855,-0.08166,-0.0188,-0.10084,-0.10262,-0.08323,-0.06679,0.08699,0.1029,-0.03654,0.03216,-0.12365,0.03636,-0.1266,-0.07454,some,36,0.1388888888888889,VBN,IN,DT,NN,IN,5,0.6,0
0.29852,0.00408,-0.14418,0.23105,-0.22177,-0.11209,-0.11887,-0.00176,-0.16632,-0.09666,0.12825,-0.09577,-0.18805,-0.10767,0.15351,0.03686,0.02162,0.01202,0.30508,-0.05706,0.0619,-0.26524,0.31036,-0.04008,0.18939,0.03556,0.12075,0.23456,0.40901,0.01734,think,8,0.125,START,PRP,VBP,PRP,VBP,1,1,1
0.02568,0.12676,-0.05434,-0.0339,-0.10975,0.03505,0.08906,-0.02535,-0.00298,-0.01856,0.06652,-0.10826,-0.0906,-0.04145,-0.08085,0.08023,-0.03006,-0.09687,0.05838,-0.00834,-0.07941,-0.03881,0.01131,0.10207,0.08161,-0.01909,-0.0075,0.08458,-0.05091,0.04361,about,47,0.1276595744680851,VBD,NNS,IN,DT,NN,6,1,0
0.11809,0.03633,0.02917,-0.01895,0.05445,-0.02417,0.04375,-0.06292,0.00209,0.06719,-0.01361,-0.0085,0.02016,0.00756,-0.08716,0.02057,-0.03664,-0.01315,-0.07538,0.0084,-0.05996,0.07182,-0.04123,0.00324,0.00407,-0.02284,-0.01005,-0.04889,-0.10161,-0.03821,most,97,0.9690721649484536,JJS,CC,RBS,JJ,NNS,94,0.6,0
0.03658,0.1262,-0.07114,0.09958,-0.04062,-0.08638,0.01315,-0.06991,-0.12214,0.03885,0.04842,-0.06526,-0.16979,-0.06112,-0.06523,0.05602,-0.05185,-0.04993,-0.00605,0.02855,-0.09863,-0.04611,0.07503,-0.0225,0.10074,-0.02787,0.09196,0.03388,0.01336,-0.08578,like,57,0.9122807017543859,VBD,NN,IN,VBD,JJ,52,1,1
0.29852,0.00408,-0.14418,0.23105,-0.22177,-0.11209,-0.11887,-0.00176,-0.16632,-0.09666,0.12825,-0.09577,-0.18805,-0.10767,0.15351,0.03686,0.02162,0.01202,0.30508,-0.05706,0.0619,-0.26524,0.31036,-0.04008,0.18939,0.03556,0.12075,0.23456,0.40901,0.01734,think,26,0.38461538461538464,CC,PRP,VBP,PRP,MD,10,1,1
0.01997,-0.01363,0.00458,-0.00233,-0.00768,0.02148,-0.0098,0.00179,0.00242,0.00343,0.0123,-0.00413,0.00954,-0.01142,0.01304,0.01818,-0.00667,-0.00346,0.01176,-0.00912,0.01378,-0.00653,0.00303,0.00121,-0.01015,0.0164,0.00286,-0.00284,0.02321,0.01555,several,31,0.0967741935483871,NNS,VBD,JJ,CC,DT,3,0.7,1
0.11809,0.03633,0.02917,-0.01895,0.05445,-0.02417,0.04375,-0.06292,0.00209,0.06719,-0.01361,-0.0085,0.02016,0.00756,-0.08716,0.02057,-0.03664,-0.01315,-0.07538,0.0084,-0.05996,0.07182,-0.04123,0.00324,0.00407,-0.02284,-0.01005,-0.04889,-0.10161,-0.03821,most,11,0.5454545454545454,VBZ,DT,RBS,JJ,NN,6,0.8,0
0.04218,0.07409,-0.09634,-0.0222,-0.08692,-0.01516,-0.03386,-0.03824,-0.0255,-0.04913,0.00865,-0.0942,-0.13241,-0.07988,-0.01722,0.09527,-0.05474,-0.06946,0.0733,-0.02553,-0.10326,-0.10877,0.1059,0.09834,0.08836,-0.03531,-0.02282,0.12326,-0.02692,-0.03298,may,23,0.4782608695652174,JJ,NN,MD,RB,VB,11,0.8,1
0.01997,-0.01363,0.00458,-0.00233,-0.00768,0.02148,-0.0098,0.00179,0.00242,0.00343,0.0123,-0.00413,0.00954,-0.01142,0.01304,0.01818,-0.00667,-0.00346,0.01176,-0.00912,0.01378,-0.00653,0.00303,0.00121,-0.01015,0.0164,0.00286,-0.00284,0.02321,0.01555,several,46,0.9347826086956522,MD,IN,JJ,NNS,.,43,1,1
0.02568,0.12676,-0.05434,-0.0339,-0.10975,0.03505,0.08906,-0.02535,-0.00298,-0.01856,0.06652,-0.10826,-0.0906,-0.04145,-0.08085,0.08023,-0.03006,-0.09687,0.05838,-0.00834,-0.07941,-0.03881,0.01131,0.10207,0.08161,-0.01909,-0.0075,0.08458,-0.05091,0.04361,about,7,0.5714285714285714,VBD,RB,IN,JJ,NN,4,1,0
0.02568,0.12676,-0.05434,-0.0339,-0.10975,0.03505,0.08906,-0.02535,-0.00298,-0.01856,0.06652,-0.10826,-0.0906,-0.04145,-0.08085,0.08023,-0.03006,-0.09687,0.05838,-0.00834,-0.07941,-0.03881,0.01131,0.10207,0.08161,-0.01909,-0.0075,0.08458,-0.05091,0.04361,about,17,0.17647058823529413,NN,VBD,IN,CD,NNS,3,0.8,1
0.04757,0.00184,-0.07796,0.03824,-0.07321,-0.03022,-0.00427,-0.042,-0.05307,-0.0644,-0.0114,-0.05303,-0.12729,-0.04457,0.02719,0.08607,-0.02713,-0.05326,0.07829,-0.01538,-0.06173,-0.08109,0.12744,0.04902,0.02043,0.00094,-0.01234,0.11622,0.02242,-0.01166,read,8,0.5,NN,WP$,VB,DT,JJ,4,0.8,0
0.29852,0.00408,-0.14418,0.23105,-0.22177,-0.11209,-0.11887,-0.00176,-0.16632,-0.09666,0.12825,-0.09577,-0.18805,-0.10767,0.15351,0.03686,0.02162,0.01202,0.30508,-0.05706,0.0619,-0.26524,0.31036,-0.04008,0.18939,0.03556,0.12075,0.23456,0.40901,0.01734,think,17,0.17647058823529413,NN,PRP,VBP,PRP,VBP,3,1,1
0.29852,0.00408,-0.14418,0.23105,-0.22177,-0.11209,-0.11887,-0.00176,-0.16632,-0.09666,0.12825,-0.09577,-0.18805,-0.10767,0.15351,0.03686,0.02162,0.01202,0.30508,-0.05706,0.0619,-0.26524,0.31036,-0.04008,0.18939,0.03556,0.12075,0.23456,0.40901,0.01734,think,11,0.09090909090909091,START,PRP,VBP,PRP,VBD,1,1,1
0.08772,0.07413,-0.03419,-0.00221,-0.03123,-0.01311,-0.02217,-0.05666,-0.03753,-0.04312,-0.02567,-0.05066,-0.09124,-0.06406,-0.0219,0.0982,-0.0517,-0.0633,-0.00877,0.00108,-0.08042,-0.05919,0.06614,0.05605,0.0342,-0.04544,-0.01208,0.05303,-0.07497,-0.02804,might,8,0.5,DT,NN,MD,VB,NNP,4,0.8,1
0.02792,0.00377,-0.07488,0.07177,-0.03862,-0.05559,-0.06569,0.0222,-0.02224,-0.01105,0.01414,-0.01442,-0.11832,-0.04792,0.0208,0.04957,-0.01855,-0.00547,0.07786,0.01342,-0.03487,-0.05442,0.12583,0.01043,0.0439,-0.01375,0.03612,0.05063,0.0795,-0.03266,find,14,0.07142857142857142,START,PRP,VBP,PRP,JJ,1,1,1
0.29852,0.00408,-0.14418,0.23105,-0.22177,-0.11209,-0.11887,-0.00176,-0.16632,-0.09666,0.12825,-0.09577,-0.18805,-0.10767,0.15351,0.03686,0.02162,0.01202,0.30508,-0.05706,0.0619,-0.26524,0.31036,-0.04008,0.18939,0.03556,0.12075,0.23456,0.40901,0.01734,think,12,0.16666666666666666,PRP,VBP,VB,PRP,MD,2,1,1
0.03658,0.1262,-0.07114,0.09958,-0.04062,-0.08638,0.01315,-0.06991,-0.12214,0.03885,0.04842,-0.06526,-0.16979,-0.06112,-0.06523,0.05602,-0.05185,-0.04993,-0.00605,0.02855,-0.09863,-0.04611,0.07503,-0.0225,0.10074,-0.02787,0.09196,0.03388,0.01336,-0.08578,like,4,0.25,START,VB,IN,NN,.,1,0.8,1
0.10462,0.05264,-0.07977,0.01858,-0.10475,-0.02416,-0.04747,-0.02005,-0.02897,-0.06911,-0.01306,-0.02541,-0.16334,-0.07837,0.01358,0.13756,-0.05743,-0.06351,0.03654,-0.0182,-0.07649,-0.14567,0.17476,0.08668,0.05026,-0.0342,-0.03213,0.12028,-0.034,0.00179,much,26,0.3076923076923077,CC,VBD,RB,RBR,RB,8,0.6,0
0.05507,0.09833,-0.04734,-0.0614,-0.06852,0.04602,0.00812,-0.07849,-0.05019,-0.08397,0.00747,-0.03517,-0.02378,-0.04972,-0.01267,0.11382,-0.09297,-0.09205,-0.00834,-0.0473,-0.05893,-0.09526,0.09393,0.0795,0.04398,-0.01603,-0.06237,0.09916,-0.06174,0.01282,should,12,0.8333333333333334,IN,PRP,MD,VB,STOP,10,0.6,0
0.28129,0.0677,0.20755,-0.12242,0.10529,0.1541,0.09088,-0.25922,-0.04893,-0.07049,-0.08281,-0.10721,0.0387,0.14703,-0.01938,0.09337,-0.16228,-0.0287,-0.15866,-0.24093,-0.17136,-0.02349,0.06149,0.26156,-0.07953,0.03344,-0.15616,0.09323,-0.38292,-0.0996,'in my opinion',9,0.2222222222222222,DT,VBZ,IN,RB,JJ,2,1,1
0.01377,-0.0045,0.01041,0.00087,-0.01123,-0.01702,-0.01239,-0.01029,-0.0214,0.00005,-0.02218,0.00511,-0.00416,0.0009,-0.01778,0.02145,-0.00081,-0.01552,-0.03256,-0.00778,-0.02965,-0.00598,0.00074,0.02213,0.00285,-0.01445,-0.0166,-0.00433,-0.02936,-0.0035,fair,18,0.2222222222222222,PRP,VBZ,JJ,TO,VB,4,0.8,0
0.02568,0.12676,-0.05434,-0.0339,-0.10975,0.03505,0.08906,-0.02535,-0.00298,-0.01856,0.06652,-0.10826,-0.0906,-0.04145,-0.08085,0.08023,-0.03006,-0.09687,0.05838,-0.00834,-0.07941,-0.03881,0.01131,0.10207,0.08161,-0.01909,-0.0075,0.08458,-0.05091,0.04361,about,14,0.5714285714285714,JJ,IN,IN,NN,VBG,8,1,0
0.0656,-0.03543,-0.01026,0.01317,0.01951,-0.02395,-0.0045,0.00834,-0.01302,0.0124,-0.00707,0.02136,-0.01382,-0.02754,0.01694,-0.00121,0.00459,0.01917,0.01009,0.00071,-0.01517,-0.00015,0.04089,-0.01413,-0.01952,0.00252,0.01924,-0.0094,-0.00839,-0.02366,hear,30,0.8666666666666667,-RRB-,MD,VB,IN,PRP,26,0.8,0
0.11809,0.03633,0.02917,-0.01895,0.05445,-0.02417,0.04375,-0.06292,0.00209,0.06719,-0.01361,-0.0085,0.02016,0.00756,-0.08716,0.02057,-0.03664,-0.01315,-0.07538,0.0084,-0.05996,0.07182,-0.04123,0.00324,0.00407,-0.02284,-0.01005,-0.04889,-0.10161,-0.03821,most,11,0.2727272727272727,VBD,DT,RBS,JJ,NN,3,1,0
0.30362,0.01417,0.05162,-0.11729,0.08914,-0.05629,-0.14223,-0.06531,-0.01685,-0.19837,-0.15672,0.16611,0.1632,0.14446,0.08996,0.2439,-0.28604,-0.06431,-0.53244,-0.1452,0.06154,-0.15789,0.1905,0.17014,-0.05364,0.09495,-0.16879,-0.30584,-0.1145,0.00969,'a few',13,0.38461538461538464,VBP,VBD,DT,NNS,WDT,5,1,1
0.02568,0.12676,-0.05434,-0.0339,-0.10975,0.03505,0.08906,-0.02535,-0.00298,-0.01856,0.06652,-0.10826,-0.0906,-0.04145,-0.08085,0.08023,-0.03006,-0.09687,0.05838,-0.00834,-0.07941,-0.03881,0.01131,0.10207,0.08161,-0.01909,-0.0075,0.08458,-0.05091,0.04361,about,14,0.7142857142857143,TO,VB,IN,PRP,RB,10,1,0
0.05507,0.09833,-0.04734,-0.0614,-0.06852,0.04602,0.00812,-0.07849,-0.05019,-0.08397,0.00747,-0.03517,-0.02378,-0.04972,-0.01267,0.11382,-0.09297,-0.09205,-0.00834,-0.0473,-0.05893,-0.09526,0.09393,0.0795,0.04398,-0.01603,-0.06237,0.09916,-0.06174,0.01282,should,16,0.6875,:,WRB,MD,PRP,VB,11,0.6,0
0.25658,-0.00053,-0.167,0.19906,-0.24706,-0.0865,-0.11864,0.04644,-0.05594,-0.13905,0.10358,-0.10144,-0.23931,-0.11586,0.16378,0.09421,0.03549,-0.0424,0.32828,-0.0752,0.05772,-0.23868,0.28993,0.00721,0.17768,0.05987,0.08046,0.21763,0.33554,0.03255,know,17,0.7058823529411765,RB,RB,VB,NN,IN,12,0.8,0
0.30362,0.01417,0.05162,-0.11729,0.08914,-0.05629,-0.14223,-0.06531,-0.01685,-0.19837,-0.15672,0.16611,0.1632,0.14446,0.08996,0.2439,-0.28604,-0.06431,-0.53244,-0.1452,0.06154,-0.15789,0.1905,0.17014,-0.05364,0.09495,-0.16879,-0.30584,-0.1145,0.00969,'a few',14,0.14285714285714285,VBP,IN,DT,NNS,CC,2,0.8,1
0.29852,0.00408,-0.14418,0.23105,-0.22177,-0.11209,-0.11887,-0.00176,-0.16632,-0.09666,0.12825,-0.09577,-0.18805,-0.10767,0.15351,0.03686,0.02162,0.01202,0.30508,-0.05706,0.0619,-0.26524,0.31036,-0.04008,0.18939,0.03556,0.12075,0.23456,0.40901,0.01734,think,24,0.125,VBP,RB,VB,PRP$,IN,3,1,1
0.25658,-0.00053,-0.167,0.19906,-0.24706,-0.0865,-0.11864,0.04644,-0.05594,-0.13905,0.10358,-0.10144,-0.23931,-0.11586,0.16378,0.09421,0.03549,-0.0424,0.32828,-0.0752,0.05772,-0.23868,0.28993,0.00721,0.17768,0.05987,0.08046,0.21763,0.33554,0.03255,know,6,0.16666666666666666,START,PRP,VBP,IN,VBZ,1,0.6,1
0.00537,0.02812,-0.00512,0.01645,-0.01249,-0.01767,0.01132,-0.01415,-0.0136,-0.01041,-0.00121,0.00243,-0.02401,-0.01335,0.01718,0.02939,-0.01947,-0.00982,0.00671,-0.02696,-0.00237,-0.02791,0.02381,0.02306,-0.00588,-0.00605,-0.0013,0.0156,-0.01883,-0.01569,maybe,11,0.09090909090909091,START,CC,RB,PRP,VBD,1,1,1
0.24106,-0.00051,-0.01323,-0.04856,0.02539,0.02678,-0.02285,-0.07094,0.01387,-0.11219,-0.08207,0.02249,-0.02037,0.01296,0.02581,0.11855,-0.08166,-0.0188,-0.10084,-0.10262,-0.08323,-0.06679,0.08699,0.1029,-0.03654,0.03216,-0.12365,0.03636,-0.1266,-0.07454,some,40,0.15,EX,IN,DT,IN,DT,6,0.7,1
0.01997,-0.01363,0.00458,-0.00233,-0.00768,0.02148,-0.0098,0.00179,0.00242,0.00343,0.0123,-0.00413,0.00954,-0.01142,0.01304,0.01818,-0.00667,-0.00346,0.01176,-0.00912,0.01378,-0.00653,0.00303,0.00121,-0.01015,0.0164,0.00286,-0.00284,0.02321,0.01555,several,31,0.0967741935483871,NNS,VBD,JJ,CC,DT,3,1,1
0.03658,0.1262,-0.07114,0.09958,-0.04062,-0.08638,0.01315,-0.06991,-0.12214,0.03885,0.04842,-0.06526,-0.16979,-0.06112,-0.06523,0.05602,-0.05185,-0.04993,-0.00605,0.02855,-0.09863,-0.04611,0.07503,-0.0225,0.10074,-0.02787,0.09196,0.03388,0.01336,-0.08578,like,15,0.13333333333333333,RB,PRP,VBP,TO,VB,2,1,0
0.05507,0.09833,-0.04734,-0.0614,-0.06852,0.04602,0.00812,-0.07849,-0.05019,-0.08397,0.00747,-0.03517,-0.02378,-0.04972,-0.01267,0.11382,-0.09297,-0.09205,-0.00834,-0.0473,-0.05893,-0.09526,0.09393,0.0795,0.04398,-0.01603,-0.06237,0.09916,-0.06174,0.01282,should,8,0.25,JJ,NNS,MD,RB,VB,2,1,0
0.02568,0.12676,-0.05434,-0.0339,-0.10975,0.03505,0.08906,-0.02535,-0.00298,-0.01856,0.06652,-0.10826,-0.0906,-0.04145,-0.08085,0.08023,-0.03006,-0.09687,0.05838,-0.00834,-0.07941,-0.03881,0.01131,0.10207,0.08161,-0.01909,-0.0075,0.08458,-0.05091,0.04361,about,37,0.6216216216216216,DT,JJ,IN,PRP$,VBN,23,1,0
0.29852,0.00408,-0.14418,0.23105,-0.22177,-0.11209,-0.11887,-0.00176,-0.16632,-0.09666,0.12825,-0.09577,-0.18805,-0.10767,0.15351,0.03686,0.02162,0.01202,0.30508,-0.05706,0.0619,-0.26524,0.31036,-0.04008,0.18939,0.03556,0.12075,0.23456,0.40901,0.01734,think,17,0.4117647058823529,CC,PRP,VBP,IN,DT,7,1,1
0.04757,0.00184,-0.07796,0.03824,-0.07321,-0.03022,-0.00427,-0.042,-0.05307,-0.0644,-0.0114,-0.05303,-0.12729,-0.04457,0.02719,0.08607,-0.02713,-0.05326,0.07829,-0.01538,-0.06173,-0.08109,0.12744,0.04902,0.02043,0.00094,-0.01234,0.11622,0.02242,-0.01166,read,58,0.017241379310344827,START,PRP,VBP,DT,RB,1,1,0
0.01054,-0.00413,0.02383,0.0108,-0.0115,0.01067,-0.01002,-0.01249,0.00124,0.01506,0.0084,-0.00593,0.01501,0.02051,-0.00696,0.00246,0.01163,0.01882,0.01077,0.00029,0.01469,-0.01124,-0.02047,-0.00276,-0.00861,0.00719,-0.00072,0.01145,0.00069,-0.0131,totally,6,0.5,RB,CC,RB,VBP,.,3,1,0
0.08463,0.00315,-0.01712,0.04942,-0.07015,-0.03433,-0.03854,0.02295,-0.02753,-0.01829,0.02379,-0.04801,-0.05104,-0.03274,0.0443,0.00979,0.03331,0.02524,0.10227,-0.00968,0.00256,-0.07593,0.05269,0.00944,0.04938,0.02464,0.02721,0.092,0.08206,0.01362,believe,12,0.08333333333333333,START,PRP,VBP,DT,TO,1,1,1
0.11809,0.03633,0.02917,-0.01895,0.05445,-0.02417,0.04375,-0.06292,0.00209,0.06719,-0.01361,-0.0085,0.02016,0.00756,-0.08716,0.02057,-0.03664,-0.01315,-0.07538,0.0084,-0.05996,0.07182,-0.04123,0.00324,0.00407,-0.02284,-0.01005,-0.04889,-0.10161,-0.03821,most,17,0.23529411764705882,PRP,DT,RBS,IN,DT,4,0.6,0
0.03193,0.06464,-0.13298,0.09186,-0.12511,-0.06653,-0.05072,-0.0447,-0.07406,-0.14041,-0.00119,-0.05647,-0.21852,-0.07972,0.03315,0.17449,-0.07881,-0.09176,0.08766,-0.08329,-0.08064,-0.18796,0.27131,0.08926,0.09247,-0.00728,-0.00151,0.15477,0.07508,-0.06877,really,11,0.45454545454545453,IN,PRP,RB,MD,VB,5,0.6,1
0.02744,-0.01047,0.00692,-0.00405,0.02498,0.01457,0.0092,0.00147,-0.01611,0.00046,0.00281,0.00095,-0.00185,0.01454,-0.02762,-0.00904,-0.01646,0.01758,-0.02298,0.01377,-0.0127,0.01364,-0.0154,0.01908,-0.01544,-0.00689,-0.0184,0.0149,-0.01005,-0.00979,basic,50,0.06,VBD,DT,JJ,NNS,IN,3,0.7,0
0.01273,0.05237,-0.06225,-0.00378,-0.08476,0.01381,-0.04071,-0.02586,-0.0365,-0.09356,0.02819,-0.06607,-0.0881,-0.03629,0.04283,0.08982,-0.04945,-0.03097,0.07732,-0.06677,-0.01609,-0.12945,0.12233,0.06109,0.0817,0.00753,-0.02898,0.10707,0.0411,0.02076,could,21,0.3333333333333333,IN,NNP,MD,RB,VB,7,0.8,0
