@relation AnnaHedgeData
@attribute pos0 numeric
@attribute pos1 numeric
@attribute pos2 numeric
@attribute pos3 numeric
@attribute pos4 numeric
@attribute pos5 numeric
@attribute pos6 numeric
@attribute pos7 numeric
@attribute pos8 numeric
@attribute pos9 numeric

@attribute hedge {'a bit','a bunch','a couple','a few','a little','a whole bunch','among others','and all that','and so forth','and so on','and suchlike','and the rest','correct me if I\'m wrong','et cetera','I mean','I would say','if I\'m understanding you correctly','in my mind','in my opinion','in my understanding','in my view','it\'s said','kind of','look like','looks like','more or less','my thinking','my understanding','pretty much','so far','somebody said','something or other','sort of','sounds like','the like','their impression','they said','they say','to be honest',about,almost,apparently,appear,approximately,arguably,assume,basic,basically,believe,completely,consider,could,estimate,expect,fair,fairly,feel,find,frequently,general,generally,guess,hear,imagine,know,largely,like,likely,may,maybe,might,most,mostly,much,nearly,necessarily,occasionally,often,partial,partially,perhaps,possible,possibly,practically,probable,probably,propose,rarely,read,really,recall,remember,rough,roughly,seem,seemingly,seldom,several,should,some,somebody,somehow,someone,sometimes,somewhat,somewhere,speculate,suggest,suppose,sure,technically,think,totally,understand,unlikely,unsure,usually,virtually}
@attribute sentencelength numeric
@attribute ratiolength numeric
@attribute pos-2 {START,STOP,JJ,NN,``,-LRB-,WRB,LS,PRP,DT,NNP,FW,NNS,JJS,JJR,UH,.$$.,MD,VBD,WP,VBG,CC,'\'\'',CD,PDT,RBS,VBN,RBR,#,$,IN,VBP,WDT,SYM,NNPS,WP$,',',VB,.,VBZ,RB,PRP$,EX,POS,-RRB-,:,TO,RP,NULL}
@attribute pos-1 {START,STOP,JJ,NN,``,-LRB-,WRB,LS,PRP,DT,NNP,FW,NNS,JJS,JJR,UH,.$$.,MD,VBD,WP,VBG,CC,'\'\'',CD,PDT,RBS,VBN,RBR,#,$,IN,VBP,WDT,SYM,NNPS,WP$,',',VB,.,VBZ,RB,PRP$,EX,POS,-RRB-,:,TO,RP,NULL}
@attribute pos {START,STOP,JJ,NN,``,-LRB-,WRB,LS,PRP,DT,NNP,FW,NNS,JJS,JJR,UH,.$$.,MD,VBD,WP,VBG,CC,'\'\'',CD,PDT,RBS,VBN,RBR,#,$,IN,VBP,WDT,SYM,NNPS,WP$,',',VB,.,VBZ,RB,PRP$,EX,POS,-RRB-,:,TO,RP,NULL}
@attribute pos+1 {START,STOP,JJ,NN,``,-LRB-,WRB,LS,PRP,DT,NNP,FW,NNS,JJS,JJR,UH,.$$.,MD,VBD,WP,VBG,CC,'\'\'',CD,PDT,RBS,VBN,RBR,#,$,IN,VBP,WDT,SYM,NNPS,WP$,',',VB,.,VBZ,RB,PRP$,EX,POS,-RRB-,:,TO,RP,NULL}
@attribute pos+2 {START,STOP,JJ,NN,``,-LRB-,WRB,LS,PRP,DT,NNP,FW,NNS,JJS,JJR,UH,.$$.,MD,VBD,WP,VBG,CC,'\'\'',CD,PDT,RBS,VBN,RBR,#,$,IN,VBP,WDT,SYM,NNPS,WP$,',',VB,.,VBZ,RB,PRP$,EX,POS,-RRB-,:,TO,RP,NULL}
@attribute position numeric
@attribute agreement numeric
@attribute judgment {1,0}

@data
0.44074,0.04602,-0.35602,0.45055,-0.49248,-0.24225,-0.23726,-0.03083,-0.34598,-0.22424,think,15,0.066666667,START,PRP,VBP,IN,DT,1,0.8,1
0.31778,0.08715,-0.06566,0.04696,-0.04149,-0.12369,-0.10275,-0.14546,-0.08922,-0.0167,seem,10,0.1,START,PRP,VBP,TO,VB,1,0.6,1
0.04024,-0.04098,0.00118,0.03253,-0.05228,-0.06317,-0.08276,-0.017,0.02318,0.00847,understand,11,0.636363636,PRP,RB,VBP,DT,PRP,7,1,0
0.44074,0.04602,-0.35602,0.45055,-0.49248,-0.24225,-0.23726,-0.03083,-0.34598,-0.22424,think,18,0.611111111,DT,NN,VBP,IN,EX,11,1,1
0.02809,0.27386,-0.12376,-0.03304,-0.19718,-0.00735,0.13933,-0.05753,-0.01716,-0.03898,about,13,0.692307692,PRP,VBD,IN,DT,NN,9,1,0
0.08351,0.03999,-0.17472,0.13275,-0.10443,-0.06685,-0.07165,0.02846,-0.04757,0.00992,find,14,0.071428571,START,PRP,VBP,PRP,JJ,1,1,1
0.24764,0.09674,-0.15595,0.04341,-0.21895,-0.04621,-0.08448,-0.0575,-0.07241,-0.10962,much,12,0.5,RB,RB,JJ,IN,PRP,6,0.8,0
0.16635,0.14887,-0.06106,0.00215,-0.05662,-0.03318,-0.07087,-0.10591,-0.0755,-0.08193,might,12,0.5,WRB,DT,MD,VB,VBN,6,1,1
0.00748,0.24395,-0.1493,0.16064,-0.04544,-0.15961,0.04498,-0.12322,-0.22624,0.04632,like,36,0.416666667,RB,RB,IN,DT,JJ,15,0.8,1
0.13423,0.1924,-0.31901,0.20852,-0.2892,-0.17111,-0.0958,-0.08884,-0.15045,-0.28495,really,18,0.833333333,FW,FW,RB,JJ,.,15,1,1
0.11975,0.17995,-0.22347,-0.05663,-0.18843,-0.0545,-0.08812,-0.10528,-0.06234,-0.06879,may,8,0.625,IN,PRP,MD,VB,NN,5,1,1
0.02809,0.27386,-0.12376,-0.03304,-0.19718,-0.00735,0.13933,-0.05753,-0.01716,-0.03898,about,25,0.64,IN,VBG,IN,DT,JJ,16,1,0
0.24764,0.09674,-0.15595,0.04341,-0.21895,-0.04621,-0.08448,-0.0575,-0.07241,-0.10962,much,23,0.260869565,TO,VB,RB,IN,DT,6,0.8,1
0.17654,0.10453,-0.09168,0.05792,-0.04515,-0.04117,-0.01499,-0.03327,-0.07144,-0.04627,someone,19,0.631578947,NN,IN,NN,WDT,JJ,12,0.8,0
0.11777,0.17045,-0.08136,-0.13556,-0.12001,0.08608,-0.02483,-0.14924,-0.11214,-0.17802,should,26,0.384615385,IN,NNS,MD,VB,PRP$,10,1,0
0.08557,0.03856,-0.02489,-0.00836,0.05089,0.01708,-0.03336,-0.02515,-0.00864,0.00446,somewhere,77,0.883116883,NN,NN,RB,RB,CC,68,0.6,0
0.00748,0.24395,-0.1493,0.16064,-0.04544,-0.15961,0.04498,-0.12322,-0.22624,0.04632,like,22,0.227272727,VB,NNS,IN,NNPS,CC,5,0.8,1
0.35297,-0.08243,0.20814,-0.25084,0.21963,-0.18071,-0.35916,-0.06931,-0.00695,-0.6041,'a little',31,0.064516129,PRP,VBZ,DT,NN,TO,2,1,1
0.00002,0.12485,-0.14856,0.00168,-0.18895,0.01226,-0.10594,-0.07096,-0.1002,-0.18898,could,25,0.4,NNS,WDT,MD,VB,NN,10,1,1
0.14038,0.14446,0.36745,-0.41442,0.23076,0.26201,0.52766,-0.38687,-0.05404,0.22525,'sort of',9,0.444444444,DT,JJ,NN,NN,NN,4,0.8,0
0.03487,0.0883,-0.18897,0.09422,-0.21799,-0.06657,-0.08621,0.01305,-0.10561,-0.10731,feel,6,0.333333333,VBZ,PRP,VB,DT,JJ,2,1,0
0.38062,-0.01356,-0.02117,-0.05271,0.03399,0.05393,-0.06566,-0.11217,0.04072,-0.19764,some,17,0.117647059,RB,IN,DT,WP,MD,2,1,1
0.44074,0.04602,-0.35602,0.45055,-0.49248,-0.24225,-0.23726,-0.03083,-0.34598,-0.22424,think,11,0.090909091,START,PRP,VBP,PRP,VBZ,1,1,1
0.44074,0.04602,-0.35602,0.45055,-0.49248,-0.24225,-0.23726,-0.03083,-0.34598,-0.22424,think,23,0.260869565,NNS,WP,VBP,RB,IN,6,1,1
0.44074,0.04602,-0.35602,0.45055,-0.49248,-0.24225,-0.23726,-0.03083,-0.34598,-0.22424,think,7,0.142857143,START,PRP,VBP,NNP,VBD,1,0.8,1
0.00208,-0.02415,-0.03509,0.02599,0.01138,-0.0085,-0.03844,-0.0358,0.0183,0.02209,perhaps,19,0.210526316,NNP,VBP,RB,RB,DT,4,1,1
0.44074,0.04602,-0.35602,0.45055,-0.49248,-0.24225,-0.23726,-0.03083,-0.34598,-0.22424,think,11,0.090909091,START,PRP,VBP,DT,NN,1,1,1
0.02809,0.27386,-0.12376,-0.03304,-0.19718,-0.00735,0.13933,-0.05753,-0.01716,-0.03898,about,7,0.428571429,VBD,NN,IN,DT,NNP,3,1,0
0.09562,0.00235,-0.18654,0.08798,-0.18224,-0.0634,0.02009,-0.09396,-0.12519,-0.11597,read,8,0.25,PRP,MD,VB,IN,DT,2,0.6,0
0.02809,0.27386,-0.12376,-0.03304,-0.19718,-0.00735,0.13933,-0.05753,-0.01716,-0.03898,about,25,0.64,PRP,VBP,IN,PRP,CC,16,1,0
0.12272,-0.02604,0.01819,0.11159,-0.099,-0.07168,-0.02896,-0.031,-0.06249,-0.06044,remember,8,0.25,PRP,RB,VBP,DT,NN,2,0.8,0
0.03423,-0.04122,0.02044,-0.00026,-0.00572,0.05037,-0.03793,-0.00184,0.0018,0.02006,several,13,0.692307692,NN,VBD,JJ,JJ,NNS,9,1,1
0.16635,0.14887,-0.06106,0.00215,-0.05662,-0.03318,-0.07087,-0.10591,-0.0755,-0.08193,might,36,0.333333333,DT,JJ,MD,VB,JJ,12,1,1
0.00748,0.24395,-0.1493,0.16064,-0.04544,-0.15961,0.04498,-0.12322,-0.22624,0.04632,like,7,0.285714286,PRP,VBZ,IN,VBG,IN,2,1,1
0.44074,0.04602,-0.35602,0.45055,-0.49248,-0.24225,-0.23726,-0.03083,-0.34598,-0.22424,think,6,0.5,VBP,RB,VB,RB,.,3,1,1
0.00002,0.12485,-0.14856,0.00168,-0.18895,0.01226,-0.10594,-0.07096,-0.1002,-0.18898,could,38,0.763157895,NNS,PRP,MD,VB,RB,29,1,0
0.319,0.08431,-0.41214,0.40903,-0.56779,-0.202,-0.17724,0.01324,-0.13268,-0.2571,know,11,0.545454545,PRP,MD,VB,RBR,IN,6,1,0
0.02809,0.27386,-0.12376,-0.03304,-0.19718,-0.00735,0.13933,-0.05753,-0.01716,-0.03898,about,23,0.869565217,NNP,IN,IN,CD,NN,20,0.8,1
0.03487,0.0883,-0.18897,0.09422,-0.21799,-0.06657,-0.08621,0.01305,-0.10561,-0.10731,feel,10,0.7,VBP,PRP,VB,JJR,.,7,1,0
0.319,0.08431,-0.41214,0.40903,-0.56779,-0.202,-0.17724,0.01324,-0.13268,-0.2571,know,24,0.833333333,IN,PRP,VBP,DT,NNPS,20,1,0
0.20719,0.09285,0.40546,-0.37242,0.28919,0.25507,0.51532,-0.40785,0.00519,0.25602,'kind of',14,0.142857143,PRP,VBZ,NN,JJ,CC,2,1,1
0.00748,0.24395,-0.1493,0.16064,-0.04544,-0.15961,0.04498,-0.12322,-0.22624,0.04632,like,19,0.157894737,VBZ,RB,VB,IN,PRP$,3,1,1
0.00748,0.24395,-0.1493,0.16064,-0.04544,-0.15961,0.04498,-0.12322,-0.22624,0.04632,like,7,0.571428571,PRP,NNS,IN,PRP,.,4,0.8,0
0.319,0.08431,-0.41214,0.40903,-0.56779,-0.202,-0.17724,0.01324,-0.13268,-0.2571,know,16,0.5,PRP,VBP,VB,VBZ,PRP$,8,0.6,0
0.319,0.08431,-0.41214,0.40903,-0.56779,-0.202,-0.17724,0.01324,-0.13268,-0.2571,know,4,0.25,START,PRP,VBP,PRP,RB,1,1,0
0.319,0.08431,-0.41214,0.40903,-0.56779,-0.202,-0.17724,0.01324,-0.13268,-0.2571,know,20,0.75,WP,PRP,VBP,IN,NNP,15,1,0
0.09562,0.00235,-0.18654,0.08798,-0.18224,-0.0634,0.02009,-0.09396,-0.12519,-0.11597,read,7,0.428571429,VBD,RB,VB,DT,NN,3,0.8,0
0.00748,0.24395,-0.1493,0.16064,-0.04544,-0.15961,0.04498,-0.12322,-0.22624,0.04632,like,14,0.214285714,DT,VBZ,IN,DT,NN,3,1,1
0.31778,0.08715,-0.06566,0.04696,-0.04149,-0.12369,-0.10275,-0.14546,-0.08922,-0.0167,seem,26,0.346153846,NNS,MD,VB,TO,VB,9,1,1
0.17204,0.03912,0.07736,-0.04442,0.12091,-0.04208,0.08795,-0.11047,0.0423,0.12397,most,8,0.5,NNS,VBP,RBS,RB,IN,4,0.6,1
0.02809,0.27386,-0.12376,-0.03304,-0.19718,-0.00735,0.13933,-0.05753,-0.01716,-0.03898,about,14,0.642857143,PRP$,NN,IN,NN,NN,9,1,0
0.17294,0.25281,-0.23385,0.20576,-0.13262,-0.24119,0.02867,-0.18337,-0.34437,0.01604,'look like',9,0.444444444,VBD,RB,VB,PRP,MD,4,1,1
0.42633,-0.06828,0.21088,-0.26516,0.21858,-0.14956,-0.35103,-0.0194,-0.0421,-0.54597,'a bit',26,0.115384615,PRP,VBZ,DT,IN,NN,3,1,1
0.00748,0.24395,-0.1493,0.16064,-0.04544,-0.15961,0.04498,-0.12322,-0.22624,0.04632,like,44,0.545454545,:,RB,IN,PRP,MD,24,0.8,1
0.44074,0.04602,-0.35602,0.45055,-0.49248,-0.24225,-0.23726,-0.03083,-0.34598,-0.22424,think,9,0.111111111,START,PRP,VBP,PRP,VBP,1,1,1
0.00002,0.12485,-0.14856,0.00168,-0.18895,0.01226,-0.10594,-0.07096,-0.1002,-0.18898,could,99,0.454545455,IN,PRP,MD,VB,VBG,45,0.6,0
0.44074,0.04602,-0.35602,0.45055,-0.49248,-0.24225,-0.23726,-0.03083,-0.34598,-0.22424,think,33,0.121212121,VBP,RB,VB,PRP,MD,4,1,1
0.13577,0.05458,-0.05302,0.10402,-0.18692,-0.09008,-0.06131,0.02872,-0.08236,-0.00973,believe,25,0.12,VBD,NN,VB,DT,NN,3,1,0
0.44074,0.04602,-0.35602,0.45055,-0.49248,-0.24225,-0.23726,-0.03083,-0.34598,-0.22424,think,14,0.071428571,START,PRP,VBP,DT,NN,1,0.6,1
0.38062,-0.01356,-0.02117,-0.05271,0.03399,0.05393,-0.06566,-0.11217,0.04072,-0.19764,some,12,0.666666667,NN,IN,DT,NN,DT,8,0.6,0
0.44074,0.04602,-0.35602,0.45055,-0.49248,-0.24225,-0.23726,-0.03083,-0.34598,-0.22424,think,19,0.368421053,VBP,RB,VB,NNS,MD,7,1,1
0.02809,0.27386,-0.12376,-0.03304,-0.19718,-0.00735,0.13933,-0.05753,-0.01716,-0.03898,about,13,0.846153846,TO,VB,IN,PRP,STOP,11,1,0
0.08557,0.03856,-0.02489,-0.00836,0.05089,0.01708,-0.03336,-0.02515,-0.00864,0.00446,somewhere,16,0.375,DT,NN,RB,IN,CD,6,1,1
0.06059,0.04326,-0.1936,0.00245,-0.13816,-0.06623,-0.04932,0.03959,-0.00106,-0.09682,sure,48,0.0625,VBP,RB,JJ,WP,VBZ,3,1,1
0.17654,0.10453,-0.09168,0.05792,-0.04515,-0.04117,-0.01499,-0.03327,-0.07144,-0.04627,someone,20,0.75,VBN,CC,NN,RB,POS,15,0.8,0
0.11975,0.17995,-0.22347,-0.05663,-0.18843,-0.0545,-0.08812,-0.10528,-0.06234,-0.06879,may,14,0.5,IN,NNP,MD,VB,IN,7,1,1
0.00002,0.12485,-0.14856,0.00168,-0.18895,0.01226,-0.10594,-0.07096,-0.1002,-0.18898,could,19,0.052631579,START,PRP,MD,IN,VBN,1,1,1
0.00748,0.24395,-0.1493,0.16064,-0.04544,-0.15961,0.04498,-0.12322,-0.22624,0.04632,like,19,0.842105263,VBG,PRP,IN,DT,.,16,1,1
0.00748,0.24395,-0.1493,0.16064,-0.04544,-0.15961,0.04498,-0.12322,-0.22624,0.04632,like,26,0.846153846,VBP,RB,VB,VBG,PRP,22,1,0
0.02053,-0.02938,-0.03717,0.00583,-0.04244,-0.02763,0.02967,0.00722,-0.06192,-0.05109,completely,5,0.6,PRP,VBZ,RB,JJ,STOP,3,1,0
0.11777,0.17045,-0.08136,-0.13556,-0.12001,0.08608,-0.02483,-0.14924,-0.11214,-0.17802,should,7,0.142857143,START,PRP,MD,VB,NNS,1,1,0
0.35297,-0.08243,0.20814,-0.25084,0.21963,-0.18071,-0.35916,-0.06931,-0.00695,-0.6041,'a little',23,0.565217391,-RRB-,IN,DT,JJ,IN,13,1,0
0.09562,0.00235,-0.18654,0.08798,-0.18224,-0.0634,0.02009,-0.09396,-0.12519,-0.11597,read,27,0.185185185,PRP,VBP,VBN,DT,NNP,5,1,0
0.13423,0.1924,-0.31901,0.20852,-0.2892,-0.17111,-0.0958,-0.08884,-0.15045,-0.28495,really,11,0.545454545,DT,WP,RB,VBP,VBG,6,0.8,1
0.02809,0.27386,-0.12376,-0.03304,-0.19718,-0.00735,0.13933,-0.05753,-0.01716,-0.03898,about,21,0.238095238,PRP$,NN,IN,PRP,VBG,5,1,0
0.17204,0.03912,0.07736,-0.04442,0.12091,-0.04208,0.08795,-0.11047,0.0423,0.12397,most,28,0.678571429,CC,RB,RBS,NNS,MD,19,0.8,1
0.00748,0.24395,-0.1493,0.16064,-0.04544,-0.15961,0.04498,-0.12322,-0.22624,0.04632,like,16,0.0625,START,RB,IN,PRP,VBD,1,1,1
0.04024,-0.04098,0.00118,0.03253,-0.05228,-0.06317,-0.08276,-0.017,0.02318,0.00847,understand,13,0.769230769,CC,RB,VBP,NN,.,10,1,0
0.02809,0.27386,-0.12376,-0.03304,-0.19718,-0.00735,0.13933,-0.05753,-0.01716,-0.03898,about,22,0.181818182,VBP,RB,RB,TO,VB,4,0.8,1
0.11777,0.17045,-0.08136,-0.13556,-0.12001,0.08608,-0.02483,-0.14924,-0.11214,-0.17802,should,24,0.791666667,JJR,NN,MD,VB,VBG,19,0.8,1
0.13423,0.1924,-0.31901,0.20852,-0.2892,-0.17111,-0.0958,-0.08884,-0.15045,-0.28495,really,12,0.083333333,START,PRP,RB,VBZ,PRP,1,0.6,1
0.24764,0.09674,-0.15595,0.04341,-0.21895,-0.04621,-0.08448,-0.0575,-0.07241,-0.10962,much,10,0.2,NNS,VBP,RB,JJR,RB,2,1,0
0.44074,0.04602,-0.35602,0.45055,-0.49248,-0.24225,-0.23726,-0.03083,-0.34598,-0.22424,think,11,0.454545455,DT,NNS,VBP,PRP,VBP,5,1,1
0.00748,0.24395,-0.1493,0.16064,-0.04544,-0.15961,0.04498,-0.12322,-0.22624,0.04632,like,57,0.666666667,PRP,VBD,IN,PRP,:,38,0.8,1
0.319,0.08431,-0.41214,0.40903,-0.56779,-0.202,-0.17724,0.01324,-0.13268,-0.2571,know,8,0.125,START,PRP,VBP,PRP,VBP,1,0.6,0
0.00748,0.24395,-0.1493,0.16064,-0.04544,-0.15961,0.04498,-0.12322,-0.22624,0.04632,like,21,0.142857143,VBD,NN,IN,DT,:,3,1,1
0.13423,0.1924,-0.31901,0.20852,-0.2892,-0.17111,-0.0958,-0.08884,-0.15045,-0.28495,really,25,0.72,PRP,VBZ,RB,JJ,WRB,18,0.8,0
0.00002,0.12485,-0.14856,0.00168,-0.18895,0.01226,-0.10594,-0.07096,-0.1002,-0.18898,could,29,0.034482759,START,PRP,MD,VB,IN,1,0.6,0
0.11777,0.17045,-0.08136,-0.13556,-0.12001,0.08608,-0.02483,-0.14924,-0.11214,-0.17802,should,25,0.32,WP,PRP,MD,VB,RB,8,1,0
0.03487,0.0883,-0.18897,0.09422,-0.21799,-0.06657,-0.08621,0.01305,-0.10561,-0.10731,feel,13,0.153846154,PRP,MD,VB,PRP,VB,2,1,0
0.02809,0.27386,-0.12376,-0.03304,-0.19718,-0.00735,0.13933,-0.05753,-0.01716,-0.03898,about,23,0.304347826,VBP,VBN,IN,PRP,CC,7,0.8,0
0.00748,0.24395,-0.1493,0.16064,-0.04544,-0.15961,0.04498,-0.12322,-0.22624,0.04632,like,17,0.176470588,RB,VBP,IN,PRP,VBZ,3,1,1
0.04025,-0.00243,0.06066,0.0338,-0.04609,0.02959,-0.03467,-0.02934,0.00674,0.04468,totally,6,0.333333333,CC,RB,RB,JJ,NN,2,0.8,0
0.06059,0.04326,-0.1936,0.00245,-0.13816,-0.06623,-0.04932,0.03959,-0.00106,-0.09682,sure,13,0.230769231,VBP,RB,JJ,WRB,NNP,3,0.8,1
0.20719,0.09285,0.40546,-0.37242,0.28919,0.25507,0.51532,-0.40785,0.00519,0.25602,'kind of',9,0.555555556,PRP,VBP,NN,VBN,.,5,1,1
0.17204,0.03912,0.07736,-0.04442,0.12091,-0.04208,0.08795,-0.11047,0.0423,0.12397,most,12,0.333333333,VBZ,DT,RBS,JJ,NN,4,1,0
0.11975,0.17995,-0.22347,-0.05663,-0.18843,-0.0545,-0.08812,-0.10528,-0.06234,-0.06879,may,13,0.076923077,START,PRP,MD,VB,DT,1,1,1
0.02461,-0.01464,0.03192,-0.00351,-0.0196,-0.02641,0.03881,-0.01272,-0.04192,0.03126,often,19,0.631578947,:,RB,RB,CC,PRP,12,0.8,1
0.01558,0.01654,-0.00091,0.05906,-0.07951,0.02021,-0.01701,-0.03305,0.02851,0.01931,imagine,15,0.2,MD,RB,VB,IN,PRP,3,0.6,1
0.09562,0.00235,-0.18654,0.08798,-0.18224,-0.0634,0.02009,-0.09396,-0.12519,-0.11597,read,11,0.545454545,NNS,MD,VB,IN,JJ,6,1,0
0.02809,0.27386,-0.12376,-0.03304,-0.19718,-0.00735,0.13933,-0.05753,-0.01716,-0.03898,about,42,0.261904762,DT,NN,IN,NN,:,11,1,0
0.0497,-0.01353,-0.00609,0.04967,-0.07112,-0.04646,0.01387,-0.00275,-0.0513,-0.01285,somewhat,29,0.034482759,START,PRP,RB,VBP,NN,1,1,1
0.13423,0.1924,-0.31901,0.20852,-0.2892,-0.17111,-0.0958,-0.08884,-0.15045,-0.28495,really,11,0.272727273,VBP,RB,RB,VBN,NN,3,1,1
0.17204,0.03912,0.07736,-0.04442,0.12091,-0.04208,0.08795,-0.11047,0.0423,0.12397,most,11,0.909090909,RB,:,RBS,STOP,STOP,10,0.6,1
0.0497,-0.01353,-0.00609,0.04967,-0.07112,-0.04646,0.01387,-0.00275,-0.0513,-0.01285,somewhat,27,0.888888889,CC,VB,RB,JJ,.,24,0.8,1
0.02809,0.27386,-0.12376,-0.03304,-0.19718,-0.00735,0.13933,-0.05753,-0.01716,-0.03898,about,11,0.545454545,IN,VBG,IN,NNS,RB,6,0.8,0
0.24764,0.09674,-0.15595,0.04341,-0.21895,-0.04621,-0.08448,-0.0575,-0.07241,-0.10962,much,18,0.166666667,VBG,DT,JJ,NN,CC,3,0.6,1
0.00002,0.12485,-0.14856,0.00168,-0.18895,0.01226,-0.10594,-0.07096,-0.1002,-0.18898,could,14,0.142857143,RB,NNP,MD,VB,JJ,2,0.6,1
0.02809,0.27386,-0.12376,-0.03304,-0.19718,-0.00735,0.13933,-0.05753,-0.01716,-0.03898,about,20,0.05,START,IN,RB,JJ,PRP,1,1,1
0.38062,-0.01356,-0.02117,-0.05271,0.03399,0.05393,-0.06566,-0.11217,0.04072,-0.19764,some,25,0.36,NN,:,DT,IN,PRP,9,0.6,1
0.00748,0.24395,-0.1493,0.16064,-0.04544,-0.15961,0.04498,-0.12322,-0.22624,0.04632,like,7,0.571428571,RBR,NNS,IN,PRP,.,4,1,1
0.00002,0.12485,-0.14856,0.00168,-0.18895,0.01226,-0.10594,-0.07096,-0.1002,-0.18898,could,7,0.142857143,START,NNS,MD,VBN,VBG,1,0.6,1
0.03487,0.0883,-0.18897,0.09422,-0.21799,-0.06657,-0.08621,0.01305,-0.10561,-0.10731,feel,21,0.619047619,VB,PRP,VB,JJR,:,13,1,0
0.17654,0.10453,-0.09168,0.05792,-0.04515,-0.04117,-0.01499,-0.03327,-0.07144,-0.04627,someone,7,0.571428571,CD,VBD,NN,RB,.,4,0.8,0
0.00002,0.12485,-0.14856,0.00168,-0.18895,0.01226,-0.10594,-0.07096,-0.1002,-0.18898,could,6,0.166666667,START,PRP,MD,VB,IN,1,0.8,1
0.11777,0.17045,-0.08136,-0.13556,-0.12001,0.08608,-0.02483,-0.14924,-0.11214,-0.17802,should,20,0.35,VBG,NNP,MD,VB,IN,7,0.6,0
0.03487,0.0883,-0.18897,0.09422,-0.21799,-0.06657,-0.08621,0.01305,-0.10561,-0.10731,feel,29,0.068965517,PRP,RB,VBP,DT,NN,2,0.8,0
0.24764,0.09674,-0.15595,0.04341,-0.21895,-0.04621,-0.08448,-0.0575,-0.07241,-0.10962,much,20,0.55,CC,RB,RB,WRB,PRP,11,0.6,0
0.00002,0.12485,-0.14856,0.00168,-0.18895,0.01226,-0.10594,-0.07096,-0.1002,-0.18898,could,15,0.066666667,START,PRP,MD,RB,VB,1,0.8,0
0.38062,-0.01356,-0.02117,-0.05271,0.03399,0.05393,-0.06566,-0.11217,0.04072,-0.19764,some,14,0.785714286,CC,VB,DT,NN,.,11,0.6,0
0.13577,0.05458,-0.05302,0.10402,-0.18692,-0.09008,-0.06131,0.02872,-0.08236,-0.00973,believe,17,0.176470588,VBP,RB,VB,IN,NN,3,1,1
0.44074,0.04602,-0.35602,0.45055,-0.49248,-0.24225,-0.23726,-0.03083,-0.34598,-0.22424,think,60,0.016666667,START,PRP,VBP,PRP$,NN,1,1,1
0.02809,0.27386,-0.12376,-0.03304,-0.19718,-0.00735,0.13933,-0.05753,-0.01716,-0.03898,about,8,0.5,DT,NN,IN,VBG,TO,4,1,0
0.00748,0.24395,-0.1493,0.16064,-0.04544,-0.15961,0.04498,-0.12322,-0.22624,0.04632,like,13,0.076923077,START,JJR,IN,DT,NN,1,1,1
0.12272,-0.02604,0.01819,0.11159,-0.099,-0.07168,-0.02896,-0.031,-0.06249,-0.06044,remember,6,0.333333333,PRP,RB,VBP,VBG,RP,2,0.6,0
0.13577,0.05458,-0.05302,0.10402,-0.18692,-0.09008,-0.06131,0.02872,-0.08236,-0.00973,believe,24,0.75,VBP,RB,VB,DT,NN,18,0.8,0
0.20719,0.09285,0.40546,-0.37242,0.28919,0.25507,0.51532,-0.40785,0.00519,0.25602,'kind of',24,0.541666667,VBN,DT,NN,DT,NN,13,0.6,0
0.06059,0.04326,-0.1936,0.00245,-0.13816,-0.06623,-0.04932,0.03959,-0.00106,-0.09682,sure,18,0.5,TO,VB,JJ,IN,NN,9,0.6,1
0.00748,0.24395,-0.1493,0.16064,-0.04544,-0.15961,0.04498,-0.12322,-0.22624,0.04632,like,10,0.2,PRP,VBZ,IN,VBG,DT,2,1,1
0.00748,0.24395,-0.1493,0.16064,-0.04544,-0.15961,0.04498,-0.12322,-0.22624,0.04632,like,22,0.090909091,CC,PRP,VBP,PRP$,NN,2,0.8,0
0.02809,0.27386,-0.12376,-0.03304,-0.19718,-0.00735,0.13933,-0.05753,-0.01716,-0.03898,about,11,0.545454545,DT,NN,IN,NNP,NNP,6,0.8,0
0.00748,0.24395,-0.1493,0.16064,-0.04544,-0.15961,0.04498,-0.12322,-0.22624,0.04632,like,31,0.387096774,DT,NNS,IN,PRP,VBD,12,0.8,1
0.38062,-0.01356,-0.02117,-0.05271,0.03399,0.05393,-0.06566,-0.11217,0.04072,-0.19764,some,30,0.833333333,VBP,VBN,DT,NN,IN,25,0.6,0
0.44074,0.04602,-0.35602,0.45055,-0.49248,-0.24225,-0.23726,-0.03083,-0.34598,-0.22424,think,17,0.058823529,START,PRP,VBP,IN,PRP,1,0.8,1
0.00748,0.24395,-0.1493,0.16064,-0.04544,-0.15961,0.04498,-0.12322,-0.22624,0.04632,like,14,0.642857143,-LRB-,VBZ,IN,NN,NN,9,1,1
0.00748,0.24395,-0.1493,0.16064,-0.04544,-0.15961,0.04498,-0.12322,-0.22624,0.04632,like,31,0.387096774,DT,NNS,IN,PRP,VBD,12,1,1
0.01495,0.02057,-0.01744,0.02043,-0.04723,-0.00964,-0.04729,-0.03526,-0.07155,-0.02661,guess,13,0.076923077,START,PRP,VBP,DT,VBZ,1,1,1
0.00748,0.24395,-0.1493,0.16064,-0.04544,-0.15961,0.04498,-0.12322,-0.22624,0.04632,like,4,0.25,START,RB,IN,DT,.,1,1,1
