@relation AnnaHedgeData
@attribute pos0 numeric
@attribute pos1 numeric
@attribute pos2 numeric
@attribute pos3 numeric
@attribute pos4 numeric
@attribute pos5 numeric
@attribute pos6 numeric
@attribute pos7 numeric
@attribute pos8 numeric
@attribute pos9 numeric
@attribute pos10 numeric
@attribute pos11 numeric
@attribute pos12 numeric
@attribute pos13 numeric
@attribute pos14 numeric
@attribute pos15 numeric
@attribute pos16 numeric
@attribute pos17 numeric
@attribute pos18 numeric
@attribute pos19 numeric
@attribute pos20 numeric
@attribute pos21 numeric
@attribute pos22 numeric
@attribute pos23 numeric
@attribute pos24 numeric
@attribute pos25 numeric
@attribute pos26 numeric
@attribute pos27 numeric
@attribute pos28 numeric
@attribute pos29 numeric
@attribute pos30 numeric
@attribute pos31 numeric
@attribute pos32 numeric
@attribute pos33 numeric
@attribute pos34 numeric
@attribute pos35 numeric
@attribute pos36 numeric
@attribute pos37 numeric
@attribute pos38 numeric
@attribute pos39 numeric
@attribute pos40 numeric
@attribute pos41 numeric
@attribute pos42 numeric
@attribute pos43 numeric
@attribute pos44 numeric
@attribute pos45 numeric
@attribute pos46 numeric
@attribute pos47 numeric
@attribute pos48 numeric
@attribute pos49 numeric
@attribute hedge {'a bit','a bunch','a couple','a few','a little','a whole bunch','among others','and all that','and so forth','and so on','and suchlike','and the rest','correct me if I\'m wrong','et cetera','I mean','I would say','if I\'m understanding you correctly','in my mind','in my opinion','in my understanding','in my view','it\'s said','kind of','look like','looks like','more or less','my thinking','my understanding','pretty much','so far','somebody said','something or other','sort of','sounds like','the like','their impression','they said','they say','to be honest',about,almost,apparently,appear,approximately,arguably,assume,basic,basically,believe,completely,consider,could,estimate,expect,fair,fairly,feel,find,frequently,general,generally,guess,hear,imagine,know,largely,like,likely,may,maybe,might,most,mostly,much,nearly,necessarily,occasionally,often,partial,partially,perhaps,possible,possibly,practically,probable,probably,propose,rarely,read,really,recall,remember,rough,roughly,seem,seemingly,seldom,several,should,some,somebody,somehow,someone,sometimes,somewhat,somewhere,speculate,suggest,suppose,sure,technically,think,totally,understand,unlikely,unsure,usually,virtually}
@attribute sentencelength numeric
@attribute ratiolength numeric
@attribute pos-2 {START,STOP,JJ,NN,``,-LRB-,WRB,LS,PRP,DT,NNP,FW,NNS,JJS,JJR,UH,.$$.,MD,VBD,WP,VBG,CC,'\'\'',CD,PDT,RBS,VBN,RBR,#,$,IN,VBP,WDT,SYM,NNPS,WP$,',',VB,.,VBZ,RB,PRP$,EX,POS,-RRB-,:,TO,RP,NULL}
@attribute pos-1 {START,STOP,JJ,NN,``,-LRB-,WRB,LS,PRP,DT,NNP,FW,NNS,JJS,JJR,UH,.$$.,MD,VBD,WP,VBG,CC,'\'\'',CD,PDT,RBS,VBN,RBR,#,$,IN,VBP,WDT,SYM,NNPS,WP$,',',VB,.,VBZ,RB,PRP$,EX,POS,-RRB-,:,TO,RP,NULL}
@attribute pos {START,STOP,JJ,NN,``,-LRB-,WRB,LS,PRP,DT,NNP,FW,NNS,JJS,JJR,UH,.$$.,MD,VBD,WP,VBG,CC,'\'\'',CD,PDT,RBS,VBN,RBR,#,$,IN,VBP,WDT,SYM,NNPS,WP$,',',VB,.,VBZ,RB,PRP$,EX,POS,-RRB-,:,TO,RP,NULL}
@attribute pos+1 {START,STOP,JJ,NN,``,-LRB-,WRB,LS,PRP,DT,NNP,FW,NNS,JJS,JJR,UH,.$$.,MD,VBD,WP,VBG,CC,'\'\'',CD,PDT,RBS,VBN,RBR,#,$,IN,VBP,WDT,SYM,NNPS,WP$,',',VB,.,VBZ,RB,PRP$,EX,POS,-RRB-,:,TO,RP,NULL}
@attribute pos+2 {START,STOP,JJ,NN,``,-LRB-,WRB,LS,PRP,DT,NNP,FW,NNS,JJS,JJR,UH,.$$.,MD,VBD,WP,VBG,CC,'\'\'',CD,PDT,RBS,VBN,RBR,#,$,IN,VBP,WDT,SYM,NNPS,WP$,',',VB,.,VBZ,RB,PRP$,EX,POS,-RRB-,:,TO,RP,NULL}
@attribute position numeric
@attribute agreement numeric
@attribute judgment {1,0}

@data
0.18284,-0.01372,-0.01012,-0.03831,0.02188,0.01835,-0.02136,-0.05154,0.00769,-0.0923,-0.06507,0.01967,-0.01362,0.00852,0.02413,0.08469,-0.06203,-0.01286,-0.0751,-0.0811,-0.0585,-0.05448,0.07595,0.07537,-0.03468,0.02794,-0.092,0.03374,-0.08803,-0.05298,-0.05038,0.06264,-0.0136,-0.05656,-0.06578,0.05961,-0.07397,0.10425,0.03323,0.02508,0.14321,0.00014,-0.08126,-0.08235,-0.03895,-0.06945,-0.0053,-0.01775,0.04412,0.00262,some,26,0.615384615,RP,IN,DT,NN,IN,16,0.6,0
0.07066,0.04078,-0.03261,0.02221,-0.01306,-0.02565,-0.01067,-0.02535,-0.03146,-0.01122,-0.00677,-0.00528,-0.05961,-0.01362,-0.02377,0.06277,-0.0515,-0.02736,-0.04755,-0.01389,-0.05089,-0.02371,0.05069,0.02036,0.01218,-0.00051,-0.00821,-0.00286,-0.02346,-0.03668,-0.04161,0.01661,-0.00098,-0.02468,-0.04433,0.03044,-0.02651,0.05131,0.01059,-0.0031,0.04521,0.00552,-0.05473,0.00251,-0.00468,-0.03108,-0.03484,-0.00226,0.03981,-0.01676,someone,38,0.157894737,NN,WRB,NN,VBZ,NN,6,0.6,1
-0.01702,0.09863,-0.0466,-0.029,-0.08815,0.0298,0.06553,-0.01742,-0.0008,-0.01471,0.04807,-0.08419,-0.07363,-0.03708,-0.05761,0.06174,-0.02175,-0.07691,0.05089,-0.00551,-0.0667,-0.03138,0.0107,0.07813,0.06278,-0.02206,-0.0073,0.06889,-0.04552,0.03058,-0.00033,0.04694,-0.10148,-0.02794,-0.03781,0.01641,0.02339,0.02165,0.07893,-0.11491,0.05098,0.01431,-0.03204,-0.02446,-0.00784,0.04605,0.00249,0.03512,0.01305,0.03601,about,14,0.714285714,VBD,RBR,IN,PRP$,NN,10,1,0
0.10136,0.05071,-0.06346,0.00608,-0.07694,-0.01507,-0.02383,-0.03067,-0.02758,-0.05512,-0.01501,-0.02877,-0.1307,-0.05912,-0.00307,0.11704,-0.05389,-0.05931,0.01697,-0.01905,-0.08153,-0.10607,0.13104,0.07924,0.03732,-0.03061,-0.02931,0.09031,-0.04615,-0.0119,-0.04646,0.00047,-0.03587,0.01483,-0.10912,0.07337,-0.00369,0.00016,0.09795,-0.04089,0.02609,0.03027,-0.12216,0.03288,0.01219,-0.01801,-0.07081,0.02699,0.03707,-0.02704,much,14,0.071428571,START,RB,RB,IN,DT,1,0.8,0
-0.11618,0.03921,-0.11864,0.1455,-0.15782,-0.08193,-0.07873,-0.03791,-0.12697,-0.0855,0.06663,-0.082,-0.18642,-0.08529,0.0729,0.09491,-0.02731,-0.02991,0.17365,-0.05102,-0.02375,-0.20093,0.2511,0.02139,0.13405,0.0044,0.06397,0.16818,0.21747,-0.02126,0.02441,-0.23323,-0.01055,0.18117,-0.13498,-0.04867,0.22325,-0.18737,0.08451,-0.0661,-0.22557,0.05195,-0.08173,0.23132,0.24917,0.15895,-0.18833,0.06586,-0.08719,-0.07347,think,15,0.066666667,START,PRP,VBP,PRP,MD,1,0.8,1
-0.11618,0.03921,-0.11864,0.1455,-0.15782,-0.08193,-0.07873,-0.03791,-0.12697,-0.0855,0.06663,-0.082,-0.18642,-0.08529,0.0729,0.09491,-0.02731,-0.02991,0.17365,-0.05102,-0.02375,-0.20093,0.2511,0.02139,0.13405,0.0044,0.06397,0.16818,0.21747,-0.02126,0.02441,-0.23323,-0.01055,0.18117,-0.13498,-0.04867,0.22325,-0.18737,0.08451,-0.0661,-0.22557,0.05195,-0.08173,0.23132,0.24917,0.15895,-0.18833,0.06586,-0.08719,-0.07347,think,9,0.111111111,START,PRP,VBP,PRP$,JJ,1,1,1
0.05006,0.07659,-0.04393,-0.03961,-0.05419,0.0279,0.00423,-0.05799,-0.03542,-0.0685,0.00616,-0.03218,-0.03863,-0.03736,-0.01507,0.09568,-0.0748,-0.07515,-0.00594,-0.0409,-0.05337,-0.07634,0.07958,0.06736,0.0358,-0.01055,-0.04587,0.07797,-0.05027,0.00142,-0.05602,0.0022,-0.05384,-0.02123,-0.04792,0.01829,-0.02858,0.04215,0.04749,-0.03374,0.09295,-0.00883,-0.07033,-0.02453,-0.02343,-0.0067,0.00041,0.01192,0.02174,0.00152,should,10,0.5,NN,IN,MD,VB,VBN,5,0.8,0
-0.00414,0.11011,-0.05825,0.07077,-0.0364,-0.06654,0.00951,-0.05909,-0.08912,0.03233,0.03441,-0.05715,-0.14963,-0.04962,-0.06665,0.06434,-0.05053,-0.04934,-0.00596,0.02426,-0.09468,-0.03559,0.0599,0.00307,0.0823,-0.03295,0.065,0.02397,-0.0114,-0.07076,-0.02543,0.00664,0.00745,-0.02251,-0.03889,-0.01111,0.01315,0.0573,0.03461,-0.08084,-0.04297,0.0325,-0.02039,0.03427,0.04485,-0.00394,-0.06392,0.00382,0.04143,-0.02165,like,31,0.387096774,DT,NNS,IN,PRP,VBD,12,1,1
0.02032,0.05067,0.16207,-0.15267,0.12101,0.13082,0.22669,-0.16503,-0.01728,0.08802,0.08967,-0.08897,0.15526,0.14546,-0.181,-0.16186,-0.07015,-0.01762,-0.05231,0.02002,-0.11293,0.19784,-0.32887,0.08888,-0.01291,-0.04271,-0.00817,0.05472,-0.24745,-0.01019,0.0259,0.22785,-0.08653,-0.23661,0.2491,-0.06419,-0.03783,0.19455,-0.06495,-0.17783,0.19494,-0.00304,0.18428,-0.2618,-0.15105,-0.08624,0.19865,-0.05948,0.1071,0.16177,'sort of',33,0.121212121,PRP,VBP,NN,IN,DT,4,1,1
0.03711,0.00722,-0.00099,-0.00492,0.01977,0.00236,-0.00707,-0.01486,-0.0038,-0.00338,-0.01915,0.00195,-0.02695,-0.0042,-0.00915,0.00661,-0.01895,-0.00646,-0.02297,-0.00485,-0.02301,0.00815,0.00883,0.02724,-0.01715,-0.01056,-0.0037,0.00519,-0.03607,-0.03053,-0.005,0.02062,0.00725,-0.01013,-0.00702,0.03217,-0.00976,0.03829,-0.001,-0.00566,0.01621,-0.00718,-0.01313,-0.01701,-0.01712,-0.02968,-0.00124,-0.00941,0.03152,0.00246,somewhere,20,0.8,DT,NN,RB,IN,DT,16,0.6,1
-0.01702,0.09863,-0.0466,-0.029,-0.08815,0.0298,0.06553,-0.01742,-0.0008,-0.01471,0.04807,-0.08419,-0.07363,-0.03708,-0.05761,0.06174,-0.02175,-0.07691,0.05089,-0.00551,-0.0667,-0.03138,0.0107,0.07813,0.06278,-0.02206,-0.0073,0.06889,-0.04552,0.03058,-0.00033,0.04694,-0.10148,-0.02794,-0.03781,0.01641,0.02339,0.02165,0.07893,-0.11491,0.05098,0.01431,-0.03204,-0.02446,-0.00784,0.04605,0.00249,0.03512,0.01305,0.03601,about,35,0.771428571,NN,:,IN,JJ,VBP,27,0.8,1
-0.11618,0.03921,-0.11864,0.1455,-0.15782,-0.08193,-0.07873,-0.03791,-0.12697,-0.0855,0.06663,-0.082,-0.18642,-0.08529,0.0729,0.09491,-0.02731,-0.02991,0.17365,-0.05102,-0.02375,-0.20093,0.2511,0.02139,0.13405,0.0044,0.06397,0.16818,0.21747,-0.02126,0.02441,-0.23323,-0.01055,0.18117,-0.13498,-0.04867,0.22325,-0.18737,0.08451,-0.0661,-0.22557,0.05195,-0.08173,0.23132,0.24917,0.15895,-0.18833,0.06586,-0.08719,-0.07347,think,13,0.230769231,VBP,RB,VB,IN,NN,3,1,1
0.18284,-0.01372,-0.01012,-0.03831,0.02188,0.01835,-0.02136,-0.05154,0.00769,-0.0923,-0.06507,0.01967,-0.01362,0.00852,0.02413,0.08469,-0.06203,-0.01286,-0.0751,-0.0811,-0.0585,-0.05448,0.07595,0.07537,-0.03468,0.02794,-0.092,0.03374,-0.08803,-0.05298,-0.05038,0.06264,-0.0136,-0.05656,-0.06578,0.05961,-0.07397,0.10425,0.03323,0.02508,0.14321,0.00014,-0.08126,-0.08235,-0.03895,-0.06945,-0.0053,-0.01775,0.04412,0.00262,some,6,0.333333333,PRP,VBP,DT,JJ,NN,2,0.6,0
0.07189,0.05893,-0.02856,-0.00335,-0.02568,-0.00906,-0.00943,-0.04568,-0.02875,-0.03078,-0.01663,-0.03947,-0.07506,-0.04463,-0.0237,0.07721,-0.04406,-0.05041,-0.00848,-0.0031,-0.06924,-0.0441,0.05123,0.04877,0.02718,-0.03288,-0.01108,0.04158,-0.06202,-0.02551,-0.03442,0.04101,-0.02474,-0.01848,-0.04382,0.039,-0.01779,0.04862,0.04912,-0.05057,0.04228,-0.00054,-0.05949,-0.02132,-0.02122,-0.02823,-0.02012,0.00407,0.04606,-0.01657,might,8,0.375,JJ,NN,MD,VB,DT,3,1,1
-0.01702,0.09863,-0.0466,-0.029,-0.08815,0.0298,0.06553,-0.01742,-0.0008,-0.01471,0.04807,-0.08419,-0.07363,-0.03708,-0.05761,0.06174,-0.02175,-0.07691,0.05089,-0.00551,-0.0667,-0.03138,0.0107,0.07813,0.06278,-0.02206,-0.0073,0.06889,-0.04552,0.03058,-0.00033,0.04694,-0.10148,-0.02794,-0.03781,0.01641,0.02339,0.02165,0.07893,-0.11491,0.05098,0.01431,-0.03204,-0.02446,-0.00784,0.04605,0.00249,0.03512,0.01305,0.03601,about,20,0.25,NN,VBD,IN,CD,NNS,5,0.6,1
0.06114,0.01447,-0.01895,-0.00195,0.01095,-0.0176,-0.01832,-0.01578,-0.00921,-0.00846,-0.01586,0.00894,-0.03306,-0.00464,-0.0164,0.03067,-0.02274,-0.0115,-0.02132,-0.01065,-0.03104,-0.01924,0.03211,0.02626,0.00476,-0.00264,-0.00142,0.00164,-0.03284,-0.02305,-0.01415,0.02584,0.01651,-0.0184,-0.03096,0.03798,-0.01603,0.02599,0.01856,-0.00449,0.00961,0.01426,-0.03045,-0.00209,-0.01582,-0.01821,-0.01702,-0.00908,0.02982,-0.01773,almost,7,0.571428571,NN,VBZ,RB,VBG,NN,4,0.8,1
0.18284,-0.01372,-0.01012,-0.03831,0.02188,0.01835,-0.02136,-0.05154,0.00769,-0.0923,-0.06507,0.01967,-0.01362,0.00852,0.02413,0.08469,-0.06203,-0.01286,-0.0751,-0.0811,-0.0585,-0.05448,0.07595,0.07537,-0.03468,0.02794,-0.092,0.03374,-0.08803,-0.05298,-0.05038,0.06264,-0.0136,-0.05656,-0.06578,0.05961,-0.07397,0.10425,0.03323,0.02508,0.14321,0.00014,-0.08126,-0.08235,-0.03895,-0.06945,-0.0053,-0.01775,0.04412,0.00262,some,18,0.166666667,VBP,VBG,DT,MD,NN,3,0.6,0
0.18656,-0.06247,0.00117,-0.05465,0.04141,-0.05794,-0.17089,0.00408,-0.00978,-0.19634,-0.12673,0.13464,0.10518,0.08545,0.1091,0.16314,-0.169,-0.014,-0.28984,-0.12489,0.08577,-0.13105,0.20317,0.07859,-0.06364,0.11075,-0.134,-0.1668,0.02253,-0.00416,-0.16084,-0.02271,-0.02551,-0.09046,-0.20955,-0.01836,-0.18229,0.19826,-0.09838,0.19425,0.4105,-0.04401,-0.1548,-0.12566,-0.08599,-0.09057,0.04732,-0.00337,-0.02683,-0.04054,'a bit',10,0.1,START,RB,DT,JJR,IN,1,1,1
-0.01702,0.09863,-0.0466,-0.029,-0.08815,0.0298,0.06553,-0.01742,-0.0008,-0.01471,0.04807,-0.08419,-0.07363,-0.03708,-0.05761,0.06174,-0.02175,-0.07691,0.05089,-0.00551,-0.0667,-0.03138,0.0107,0.07813,0.06278,-0.02206,-0.0073,0.06889,-0.04552,0.03058,-0.00033,0.04694,-0.10148,-0.02794,-0.03781,0.01641,0.02339,0.02165,0.07893,-0.11491,0.05098,0.01431,-0.03204,-0.02446,-0.00784,0.04605,0.00249,0.03512,0.01305,0.03601,about,8,0.5,MD,VB,IN,VB,CC,4,0.8,0
0.05163,0.06514,-0.06931,-0.02017,-0.06729,-0.00433,-0.00722,-0.04183,-0.02488,-0.03678,0.003,-0.07262,-0.10415,-0.0579,-0.02218,0.08196,-0.04743,-0.0612,0.04473,-0.0197,-0.09446,-0.07884,0.07785,0.08376,0.06198,-0.0321,-0.02187,0.09383,-0.04077,-0.02815,-0.05745,0.00749,-0.02995,0.00688,-0.06626,0.08886,0.00337,0.01146,0.08963,-0.07083,-0.00143,0.02153,-0.09276,0.02015,-0.01231,0.00092,-0.04052,0.01105,0.04917,-0.00639,may,14,0.071428571,START,PRP,MD,VB,IN,1,1,1
-0.25969,0.38702,-0.29695,-0.02523,-0.20606,-0.023,-0.16552,0.18065,0.20239,-0.27868,0.2989,-0.19864,-0.34554,-0.07216,-0.2283,0.42531,-0.24442,-0.42812,0.12327,-0.21075,0.12933,-0.12321,0.20003,0.13352,0.26578,0.11058,-0.02657,0.04253,-0.05399,0.11857,-0.26523,-0.06323,-0.28592,0.09278,-0.18215,0.39796,-0.04134,-0.07064,0.29896,-0.05866,-0.12236,-0.08131,-0.17781,0.21857,-0.31558,0.34506,-0.02241,0.11417,0.10912,0.06376,'I mean',13,0,START,START,PRP,RB,NNP,0,0.8,1
-0.00011,0.03244,-0.05569,0.02638,-0.06528,-0.01815,-0.02032,-0.01112,-0.03665,-0.0378,0.02718,-0.05761,-0.08869,-0.05242,0.00885,0.07168,-0.02582,-0.02852,0.05856,-0.02098,-0.03542,-0.08195,0.09791,0.03577,0.05505,-0.00507,0.00463,0.07171,0.03465,-0.0112,-0.0078,-0.04277,-0.02035,0.0588,-0.0529,0.03174,0.06818,-0.03575,0.06023,-0.04286,-0.05699,0.01484,-0.06371,0.07295,0.0662,0.04818,-0.06319,0.02435,-0.01177,-0.0101,feel,17,0.117647059,PRP,RB,VBP,IN,PRP,2,0.6,1
0.19426,-0.04245,0.02099,-0.04472,0.08601,-0.07147,-0.16594,-0.00968,-0.00151,-0.16985,-0.109,0.14121,0.09548,0.09783,0.08914,0.16198,-0.18848,-0.01486,-0.34715,-0.1245,0.08981,-0.12144,0.18439,0.07748,-0.0547,0.09986,-0.10536,-0.2079,-0.01354,-0.00715,-0.1611,0.00842,-0.00058,-0.11223,-0.19239,-0.00483,-0.19046,0.24526,-0.11503,0.19224,0.44237,-0.03837,-0.13498,-0.13077,-0.10641,-0.1197,0.05332,-0.01027,0.00035,-0.04569,'a few',22,0.454545455,VBD,VBD,DT,NNS,RB,10,0.8,1
0.02316,0.04626,-0.05054,-0.00778,-0.06302,0.00995,-0.02148,-0.03167,-0.03021,-0.07271,0.01132,-0.0511,-0.07763,-0.03061,0.01929,0.08273,-0.04712,-0.03663,0.04271,-0.05116,-0.03698,-0.09652,0.09804,0.06047,0.05474,-0.00111,-0.02822,0.08283,0.00522,0.00294,-0.03499,-0.0494,-0.04432,0.04202,-0.06433,0.03931,0.02378,-0.03178,0.07608,-0.02983,0.00726,0.00085,-0.07545,0.0453,0.0376,0.02702,-0.03597,0.02961,0.00304,-0.01751,could,16,0.8125,IN,PRP,MD,CC,RB,13,0.8,0
0.01857,0.01334,0.00529,-0.00656,0.01138,0.00059,0.014,-0.00495,-0.00474,-0.00282,0.00696,-0.01003,-0.01462,0.00279,-0.0029,0.00105,-0.00091,-0.01191,-0.00198,0.00336,-0.01312,0.00955,-0.00398,0.01237,-0.00656,-0.00885,-0.00694,-0.00758,-0.01425,-0.00337,0.00673,0.01955,0.00136,-0.00282,0.0017,-0.00112,-0.01217,0.01873,0.00232,-0.01288,0.02329,0.00079,0.00433,-0.00436,-0.00953,-0.00872,-0.00478,-0.00662,0.00756,-0.00749,general,17,0.882352941,DT,JJ,JJ,NN,STOP,15,1,1
-0.01702,0.09863,-0.0466,-0.029,-0.08815,0.0298,0.06553,-0.01742,-0.0008,-0.01471,0.04807,-0.08419,-0.07363,-0.03708,-0.05761,0.06174,-0.02175,-0.07691,0.05089,-0.00551,-0.0667,-0.03138,0.0107,0.07813,0.06278,-0.02206,-0.0073,0.06889,-0.04552,0.03058,-0.00033,0.04694,-0.10148,-0.02794,-0.03781,0.01641,0.02339,0.02165,0.07893,-0.11491,0.05098,0.01431,-0.03204,-0.02446,-0.00784,0.04605,0.00249,0.03512,0.01305,0.03601,about,6,0.333333333,PRP,VBP,IN,TO,VB,2,0.8,1
0.10136,0.05071,-0.06346,0.00608,-0.07694,-0.01507,-0.02383,-0.03067,-0.02758,-0.05512,-0.01501,-0.02877,-0.1307,-0.05912,-0.00307,0.11704,-0.05389,-0.05931,0.01697,-0.01905,-0.08153,-0.10607,0.13104,0.07924,0.03732,-0.03061,-0.02931,0.09031,-0.04615,-0.0119,-0.04646,0.00047,-0.03587,0.01483,-0.10912,0.07337,-0.00369,0.00016,0.09795,-0.04089,0.02609,0.03027,-0.12216,0.03288,0.01219,-0.01801,-0.07081,0.02699,0.03707,-0.02704,much,7,0.571428571,VBZ,RB,JJ,JJ,.,4,0.6,0
0.02316,0.04626,-0.05054,-0.00778,-0.06302,0.00995,-0.02148,-0.03167,-0.03021,-0.07271,0.01132,-0.0511,-0.07763,-0.03061,0.01929,0.08273,-0.04712,-0.03663,0.04271,-0.05116,-0.03698,-0.09652,0.09804,0.06047,0.05474,-0.00111,-0.02822,0.08283,0.00522,0.00294,-0.03499,-0.0494,-0.04432,0.04202,-0.06433,0.03931,0.02378,-0.03178,0.07608,-0.02983,0.00726,0.00085,-0.07545,0.0453,0.0376,0.02702,-0.03597,0.02961,0.00304,-0.01751,could,17,0.176470588,RB,PRP,MD,VB,DT,3,0.6,0
-0.04372,0.00048,0.00113,0.03607,-0.02887,-0.01957,-0.01292,-0.00878,-0.02001,-0.01494,0.01067,-0.01874,-0.00634,-0.00827,0.00985,-0.01073,0.01037,0.0153,0.03642,-0.00454,0.00943,-0.01118,0.01144,0.00003,0.03187,0.01434,0.01165,0.02445,0.04378,0.01445,0.02564,-0.04558,-0.00768,0.03835,0.00144,-0.03221,0.04372,-0.03835,-0.00708,0.00152,-0.03716,0.01403,0.00237,0.04424,0.04652,0.01256,-0.018,0.01127,-0.01563,-0.0068,remember,21,0.047619048,START,PRP,VBP,IN,DT,1,0.8,0
0.04571,0.01255,-0.0519,0.04688,-0.02397,-0.042,-0.04154,-0.00167,-0.02399,-0.01092,0.00178,-0.01197,-0.0929,-0.03303,0.00195,0.05441,-0.02632,-0.01364,0.03427,0.00543,-0.04161,-0.04102,0.09325,0.01891,0.02957,-0.01341,0.01895,0.03135,0.03493,-0.03405,-0.03086,-0.03399,0.02295,0.04906,-0.04957,0.05436,0.02687,-0.0212,0.04558,-0.00462,-0.08884,0.02224,-0.05134,0.07156,0.0197,0.01588,-0.08421,0.02541,0.02303,-0.03875,find,47,0.765957447,PRP,MD,VB,DT,JJ,36,1,0
0.00977,-0.00168,0.00593,0.00094,-0.0064,-0.011,-0.00783,-0.00705,-0.01342,-0.00006,-0.01335,0.00281,-0.00418,0.00042,-0.01192,0.0143,-0.00187,-0.00997,-0.02065,-0.00487,-0.01892,-0.00386,0.00119,0.01389,0.00216,-0.00882,-0.00988,-0.00283,-0.0188,-0.00326,0.00112,0.01789,-0.00566,0.00142,-0.01606,0.00178,-0.01533,0.02208,-0.00229,-0.00217,0.01748,0.00802,-0.01298,-0.01328,-0.01529,-0.01269,0.00512,0.00657,0.00634,-0.00967,fair,4,0.25,START,DT,JJ,JJ,NN,1,0.8,0
0.05079,-0.02597,-0.00327,0.00799,0.01733,-0.01662,-0.00345,0.00131,-0.00988,0.00813,-0.00978,0.01651,-0.00738,-0.01517,0.01018,0.00013,0.00127,0.01442,-0.00062,0.00031,-0.01222,0.00141,0.02609,-0.008,-0.01625,0.0018,0.01001,-0.00859,-0.00827,-0.01882,-0.00174,0.00848,0.01643,0.00168,-0.01193,0.02032,-0.01258,-0.00515,0.00824,0.00626,-0.01964,0.00931,-0.00821,0.0023,-0.00588,-0.00819,-0.01702,-0.01354,0.01136,-0.0136,hear,20,0.65,:,PRP,VBP,DT,JJ,13,0.6,1
-0.01702,0.09863,-0.0466,-0.029,-0.08815,0.0298,0.06553,-0.01742,-0.0008,-0.01471,0.04807,-0.08419,-0.07363,-0.03708,-0.05761,0.06174,-0.02175,-0.07691,0.05089,-0.00551,-0.0667,-0.03138,0.0107,0.07813,0.06278,-0.02206,-0.0073,0.06889,-0.04552,0.03058,-0.00033,0.04694,-0.10148,-0.02794,-0.03781,0.01641,0.02339,0.02165,0.07893,-0.11491,0.05098,0.01431,-0.03204,-0.02446,-0.00784,0.04605,0.00249,0.03512,0.01305,0.03601,about,17,0.235294118,VBG,NNS,IN,IN,TO,4,0.8,0
0.07189,0.05893,-0.02856,-0.00335,-0.02568,-0.00906,-0.00943,-0.04568,-0.02875,-0.03078,-0.01663,-0.03947,-0.07506,-0.04463,-0.0237,0.07721,-0.04406,-0.05041,-0.00848,-0.0031,-0.06924,-0.0441,0.05123,0.04877,0.02718,-0.03288,-0.01108,0.04158,-0.06202,-0.02551,-0.03442,0.04101,-0.02474,-0.01848,-0.04382,0.039,-0.01779,0.04862,0.04912,-0.05057,0.04228,-0.00054,-0.05949,-0.02132,-0.02122,-0.02823,-0.02012,0.00407,0.04606,-0.01657,might,20,0.25,NN,NN,MD,VB,DT,5,0.6,0
0.08974,0.0616,-0.10063,0.05222,-0.08398,-0.04827,-0.0332,-0.06222,-0.06427,-0.11179,-0.01629,-0.04718,-0.1818,-0.0599,0.00252,0.16243,-0.08635,-0.0837,0.03053,-0.0702,-0.10023,-0.14349,0.21273,0.0941,0.06228,-0.0124,-0.01761,0.1151,0.00821,-0.07109,-0.0576,-0.03977,-0.04295,0.03837,-0.13161,0.08708,0.04704,-0.0075,0.11891,-0.07537,-0.02335,0.03183,-0.12808,0.07508,0.06316,0.04099,-0.11767,0.04627,0.0298,-0.03154,really,17,0.235294118,IN,PRP,RB,VBD,RB,4,0.6,1
0.01273,0.01943,-0.00663,0.00972,-0.00854,-0.01223,0.00483,-0.01254,-0.01045,-0.01153,-0.00273,0.00018,-0.02163,-0.00968,0.00851,0.02592,-0.0176,-0.00978,0.00083,-0.01992,-0.00734,-0.02196,0.02247,0.01913,-0.00262,-0.00361,-0.00339,0.01282,-0.01533,-0.01334,-0.00559,0.00252,-0.00302,0.00024,-0.02479,0.0142,-0.00232,0.01913,0.00616,-0.01076,0.01661,-0.00654,-0.01434,-0.00624,0.00345,-0.0106,-0.01731,0.00548,0.00201,-0.0051,maybe,17,0.176470588,PRP,VBD,RB,CD,NNS,3,1,1
0.08974,0.0616,-0.10063,0.05222,-0.08398,-0.04827,-0.0332,-0.06222,-0.06427,-0.11179,-0.01629,-0.04718,-0.1818,-0.0599,0.00252,0.16243,-0.08635,-0.0837,0.03053,-0.0702,-0.10023,-0.14349,0.21273,0.0941,0.06228,-0.0124,-0.01761,0.1151,0.00821,-0.07109,-0.0576,-0.03977,-0.04295,0.03837,-0.13161,0.08708,0.04704,-0.0075,0.11891,-0.07537,-0.02335,0.03183,-0.12808,0.07508,0.06316,0.04099,-0.11767,0.04627,0.0298,-0.03154,really,10,0.3,NNP,NNP,RB,VBZ,DT,3,0.6,0
0.19426,-0.04245,0.02099,-0.04472,0.08601,-0.07147,-0.16594,-0.00968,-0.00151,-0.16985,-0.109,0.14121,0.09548,0.09783,0.08914,0.16198,-0.18848,-0.01486,-0.34715,-0.1245,0.08981,-0.12144,0.18439,0.07748,-0.0547,0.09986,-0.10536,-0.2079,-0.01354,-0.00715,-0.1611,0.00842,-0.00058,-0.11223,-0.19239,-0.00483,-0.19046,0.24526,-0.11503,0.19224,0.44237,-0.03837,-0.13498,-0.13077,-0.10641,-0.1197,0.05332,-0.01027,0.00035,-0.04569,'a few',15,0.066666667,START,NNP,DT,NNS,RB,1,0.8,1
